Iteration	Posterior	Likelihood	Prior	sigma2
12180	53.70987	50.54754	3.162325	0.006127492
12190	50.75195	47.37095	3.381001	0.004923944
12200	53.07641	50.01807	3.058338	0.006798981
12210	49.36706	46.48824	2.878827	0.008135881
12220	50.50613	47.5854	2.92073	0.007802002
12230	52.69036	49.6611	3.029254	0.006999621
12240	51.373	48.01532	3.357685	0.005040098
12250	53.25341	50.17883	3.074578	0.006689456
12260	51.45356	48.49235	2.961207	0.007492509
12270	53.29055	50.04279	3.247758	0.005625738
12280	53.17499	49.9166	3.258391	0.005566238
12290	53.0063	49.95377	3.052526	0.006838612
12300	52.21381	49.21387	2.999944	0.00720782
12310	52.95471	49.90628	3.048426	0.006866707
12320	53.68822	50.54336	3.144858	0.006235462
12330	52.88514	49.60444	3.280698	0.005443449
12340	53.70965	50.5427	3.166959	0.006099161
12350	53.70965	50.5427	3.166959	0.006099161
12360	52.48743	49.47132	3.016115	0.007092201
12370	53.20467	49.94888	3.255784	0.005580771
12380	53.70819	50.53826	3.169935	0.00608104
12390	53.32109	50.2395	3.081584	0.006642754
12400	53.08245	49.81638	3.266074	0.005523637
12410	53.50252	50.39843	3.104088	0.006494931
12420	53.5899	50.47132	3.118582	0.006401475
12430	52.1275	49.13236	2.99514	0.007242533
12440	53.66001	50.52516	3.134853	0.00629816
12450	53.4511	50.35413	3.096969	0.006541335
12460	53.00731	49.9547	3.052608	0.006838052
12470	53.26187	50.18645	3.075425	0.006683795
12480	50.51358	47.12434	3.389243	0.004883525
12490	52.48013	49.46447	3.015662	0.007095413
12500	53.12532	50.06274	3.062578	0.006770213
12510	53.65066	50.4547	3.195956	0.005924843
12520	53.35717	50.27161	3.085563	0.006616373
12530	53.68733	50.54287	3.144466	0.006237908
12540	53.70222	50.52639	3.175825	0.006045325
12550	52.97601	49.70179	3.274218	0.005478834
12560	53.68255	50.49669	3.185867	0.005984921
12570	53.56269	50.34866	3.214031	0.005818716
12580	53.6565	50.52266	3.133832	0.006304592
12590	53.39771	50.30743	3.090278	0.006585255
12600	53.64171	50.44346	3.198246	0.00591129
12610	53.69079	50.54475	3.146037	0.006228114
12620	53.69079	50.54475	3.146037	0.006228114
12630	53.70741	50.54993	3.157477	0.006157267
12640	53.30663	50.22659	3.08004	0.006653017
12650	52.75167	49.7182	3.033465	0.006970208
12660	53.05541	49.7872	3.268207	0.005511867
12670	53.69456	50.54664	3.14792	0.006216398
12680	53.18588	49.92844	3.257443	0.005571518
12690	52.91046	49.86545	3.045015	0.006890166
12700	53.70682	50.55005	3.156776	0.006161588
12710	53.02313	49.96924	3.053895	0.006829256
12720	53.59865	50.47836	3.120288	0.006390563
12730	50.58994	47.66588	2.924065	0.00777603
12740	52.69408	49.40088	3.293206	0.005375786
12750	53.17977	50.11227	3.067506	0.006736933
12760	52.56515	49.26419	3.300963	0.005334247
12770	53.20494	50.13507	3.069865	0.006721054
12780	52.62764	49.60257	3.02507	0.007028973
12790	52.48638	49.47033	3.016049	0.007092666
12800	53.29917	50.05227	3.246908	0.005630527
12810	53.70631	50.53405	3.172269	0.006066864
12820	52.40971	49.09998	3.30973	0.005287684
12830	52.97363	49.69924	3.274393	0.005477877
12840	53.19525	50.1263	3.068951	0.006727203
12850	52.42939	49.41684	3.012551	0.007117519
12860	53.39443	50.15761	3.23682	0.005687611
12870	53.06569	49.79829	3.267401	0.005516311
12880	52.6279	49.60281	3.025087	0.007028853
12890	53.70241	50.54963	3.15278	0.006186261
12900	51.71406	48.74039	2.97367	0.007399708
12910	53.51175	50.4063	3.105455	0.006486059
12920	53.60382	50.39725	3.206571	0.005862283
12930	53.59166	50.38275	3.20891	0.005848588
12940	53.53778	50.4283	3.109486	0.006459969
12950	53.58875	50.47039	3.118361	0.00640289
12960	53.70791	50.53758	3.170336	0.006078602
12970	53.58999	50.38077	3.209222	0.005846768
12980	53.32389	50.242	3.081886	0.006640748
12990	53.41213	50.17735	3.23478	0.005699227
13000	52.26185	48.94428	3.317573	0.005246378
13010	52.70488	49.67464	3.030241	0.00699272
13020	53.69344	50.5461	3.147337	0.006220023
13030	53.1995	50.13015	3.069351	0.00672451
13040	50.92271	47.98498	2.937731	0.007670485
13050	52.9461	49.89835	3.047755	0.006871315
13060	53.61721	50.49307	3.124142	0.006365984
13070	53.1357	50.0722	3.0635	0.006763976
13080	50.55381	47.63119	2.922622	0.007787255
13090	47.66364	44.83907	2.824569	0.008589508
13100	53.6977	50.54803	3.149664	0.006205565
13110	53.28279	50.03427	3.248516	0.005621477
13120	52.86211	49.82072	3.041391	0.006915185
13130	53.44675	50.35035	3.0964	0.00654506
13140	53.56561	50.45146	3.114141	0.00642997
13150	52.85824	49.81713	3.041105	0.006917164
13160	53.66935	50.5316	3.137749	0.006279946
13170	53.6218	50.41896	3.202849	0.005884147
13180	53.59953	50.47907	3.120463	0.006389443
13190	53.66856	50.53107	3.13749	0.006281573
13200	52.22273	49.22229	3.000448	0.007204188
13210	53.42224	50.32897	3.093277	0.006565531
13220	53.48384	50.25804	3.225803	0.005750621
13230	53.36875	50.28187	3.086881	0.006607659
13240	53.71001	50.54688	3.163133	0.006122541
13250	53.68348	50.54063	3.142851	0.006247987
13260	53.57354	50.36136	3.212179	0.0058295
13270	53.70931	50.54143	3.167883	0.006093529
13280	53.41497	50.18052	3.234448	0.005701121
13290	51.63774	48.6678	2.969944	0.007427333
13300	53.24009	49.98753	3.252566	0.005598758
13310	53.66743	50.5303	3.137128	0.006283849
13320	53.69685	50.51759	3.179256	0.006024623
13330	53.70899	50.54043	3.168564	0.006089382
13340	53.55069	50.33469	3.216001	0.005807264
13350	53.68914	50.50603	3.183113	0.006001429
13360	53.69488	50.54679	3.148088	0.00621535
13370	51.72828	48.38545	3.342832	0.005115517
13380	53.03599	49.76628	3.26971	0.005503589
13390	53.67402	50.48504	3.188979	0.005966327
13400	53.70362	50.52887	3.174748	0.006051838
13410	52.57133	49.54992	3.021411	0.007054741
13420	53.71007	50.54541	3.164664	0.006113178
13430	52.21865	48.89887	3.319784	0.00523479
13440	53.68245	50.49654	3.185908	0.005984679
13450	50.46249	47.54348	2.91901	0.007815438
13460	53.13722	49.87562	3.261604	0.005548384
13470	53.54191	50.43176	3.110152	0.00645567
13480	51.82508	48.48654	3.338544	0.0051375
13490	53.69277	50.54577	3.146999	0.006222123
13500	53.52278	50.41565	3.107129	0.006475212
13510	53.20356	50.13383	3.069735	0.006721931
13520	53.65379	50.45868	3.195114	0.005929838
13530	52.89093	49.84739	3.043539	0.006900346
13540	53.55754	50.44479	3.112749	0.006438927
13550	52.88827	49.60779	3.280481	0.005444629
13560	51.48788	48.52507	2.962809	0.007480516
13570	53.66196	50.46916	3.192798	0.005943586
13580	53.70369	50.54991	3.153783	0.006180057
13590	52.19573	49.1968	2.998927	0.007215154
13600	53.70508	50.55009	3.15499	0.0061726
13610	53.68053	50.53884	3.141692	0.006255236
13620	53.71001	50.54462	3.165389	0.006108744
13630	53.56508	50.45103	3.114049	0.00643056
13640	53.71008	50.54555	3.164529	0.006114002
13650	52.96197	49.91297	3.048995	0.006862803
13660	53.61315	50.40847	3.204683	0.005873361
13670	53.24074	49.98824	3.252505	0.005599096
13680	53.36311	50.27687	3.086236	0.006611921
13690	53.62836	50.50172	3.126641	0.006350091
13700	53.40468	50.31356	3.091118	0.006579725
13710	53.58204	50.46494	3.1171	0.00641097
13720	53.61846	50.49404	3.124413	0.006364256
13730	52.6669	49.37202	3.294882	0.005366782
13740	53.68715	50.54276	3.144385	0.006238413
13750	53.65355	50.52055	3.133004	0.006309816
13760	53.50002	50.3963	3.103724	0.006497298
13770	50.58759	47.66362	2.92397	0.007776763
13780	50.89564	47.51978	3.375859	0.004949328
13790	53.54876	50.33245	3.21631	0.005805471
13800	53.45012	50.35328	3.096841	0.006542177
13810	53.37582	50.28813	3.087697	0.006602267
13820	53.3884	50.29923	3.08917	0.006592554
13830	48.35354	44.90121	3.452327	0.004584969
13840	53.14293	50.07878	3.064147	0.006759602
13850	53.60017	50.47958	3.12059	0.006388632
13860	53.692	50.51022	3.181782	0.00600942
13870	53.61763	50.41389	3.203744	0.005878879
13880	53.35061	50.10898	3.24163	0.005660318
13890	53.36135	50.27532	3.086037	0.006613242
13900	53.58692	50.37713	3.209788	0.005843456
13910	53.70947	50.54845	3.16102	0.006135495
13920	53.69281	50.51143	3.181386	0.006011802
13930	53.08543	50.02632	3.059107	0.006793751
13940	53.67962	50.49263	3.186987	0.005978225
13950	53.44611	50.34979	3.096317	0.006545605
13960	52.35602	49.04339	3.31263	0.005272375
13970	53.64248	50.51242	3.130065	0.006328388
13980	52.08705	49.09412	2.992931	0.007258548
13990	53.54638	50.32969	3.21669	0.005803264
14000	51.18062	48.23177	2.948849	0.007585671
14010	53.30248	50.22288	3.079602	0.006655931
14020	53.49733	50.27338	3.223958	0.005761241
14030	53.40699	50.17161	3.235379	0.005695814
14040	51.67325	48.70158	2.971669	0.007414529
14050	51.68814	48.71575	2.972397	0.007409133
14060	53.09356	50.03375	3.059806	0.006789006
14070	53.39842	50.30806	3.090363	0.006584694
14080	53.70881	50.53988	3.168923	0.006087194
14090	53.11978	50.05769	3.06209	0.006773521
14100	53.46739	50.23941	3.227978	0.005738123
14110	53.69965	50.54878	3.150868	0.006198101
14120	52.57961	49.55767	3.021943	0.007050983
14130	53.40191	50.16594	3.235965	0.005692476
14140	53.52701	50.30733	3.219677	0.005785956
14150	53.60432	50.48289	3.12143	0.006383273
14160	53.70989	50.54746	3.162426	0.006126876
14170	53.69574	50.54719	3.148553	0.006212466
14180	52.555	49.53463	3.020365	0.007062119
14190	53.52371	50.30355	3.220169	0.00578311
14200	53.70875	50.54928	3.159477	0.006144968
14210	52.97321	49.69879	3.274424	0.005477709
14220	53.30804	50.06202	3.246023	0.005635509
14230	53.4415	50.34578	3.09572	0.006549515
14240	53.67203	50.48238	3.189649	0.005962332
14250	53.29008	50.04227	3.247805	0.005625477
14260	52.60531	49.30672	3.298598	0.005346877
14270	53.666	50.47442	3.191579	0.005950834
14280	53.6921	50.54543	3.146669	0.006224181
14290	53.66565	50.52908	3.136564	0.006287394
14300	53.67709	50.48918	3.187908	0.005972723
14310	53.40924	50.17413	3.235117	0.005697308
14320	53.56935	50.45455	3.1148	0.006425734
14330	52.68528	49.65636	3.028911	0.007002027
14340	52.98669	49.71326	3.27343	0.005483155
14350	53.64622	50.44911	3.197111	0.005918006
14360	53.2096	50.13929	3.070309	0.006718076
14370	53.70951	50.54211	3.167394	0.006096511
14380	52.7667	49.73218	3.034517	0.00696288
14390	51.91085	48.92725	2.983598	0.007326606
14400	53.12837	50.06552	3.062848	0.006768384
14410	53.14657	50.0821	3.064474	0.006757392
14420	53.565	50.35136	3.213643	0.005820975
14430	52.92806	49.65037	3.277686	0.005459867
14440	53.15393	50.08879	3.065138	0.006752902
14450	53.2057	49.95	3.255692	0.005581283
14460	52.86224	49.57997	3.282271	0.005434891
14470	53.708	50.53779	3.170211	0.006079362
14480	53.68428	50.54111	3.143178	0.006245946
14490	53.01943	49.74846	3.270975	0.005496633
14500	52.7853	49.4979	3.287403	0.005407073
14510	53.3516	50.11007	3.241525	0.005660912
14520	51.53687	48.57176	2.965116	0.007463276
14530	53.58245	50.46527	3.117175	0.006410488
14540	53.6343	50.43428	3.200029	0.005900764
14550	53.70734	50.53624	3.171094	0.006073993
14560	51.9965	48.66585	3.330655	0.005178189
14570	53.63556	50.43583	3.199733	0.005902511
14580	51.41408	48.4547	2.959378	0.007506224
14590	52.37901	49.06762	3.311395	0.005278886
14600	53.63107	50.5038	3.127275	0.006346068
14610	53.62886	50.5021	3.126757	0.006349355
14620	53.70818	50.53822	3.169956	0.006080911
14630	53.70939	50.54171	3.167685	0.006094738
14640	53.48466	50.38313	3.101527	0.006511587
14650	53.66401	50.52796	3.136057	0.006290583
14660	53.18685	50.11869	3.068164	0.006732499
14670	53.24688	50.17295	3.073929	0.006693798
14680	53.12144	50.0592	3.062235	0.006772532
14690	52.57129	49.27068	3.300605	0.005336158
14700	53.00198	49.72969	3.272291	0.005489404
14710	53.709	50.54046	3.168547	0.006089488
14720	53.39503	50.30507	3.089957	0.006587369
14730	53.52006	50.29935	3.22071	0.005779984
14740	51.74739	48.77207	2.975318	0.007387523
14750	53.65948	50.52478	3.134695	0.006299155
14760	53.70922	50.54881	3.160415	0.006139208
14770	53.66931	50.53158	3.137735	0.006280036
14780	52.29684	49.29215	3.004691	0.007173689
14790	53.65498	50.46019	3.194788	0.005931768
14800	52.5773	49.5555	3.021794	0.007052034
14810	53.56853	50.45387	3.114654	0.006426671
14820	53.3413	50.25751	3.083789	0.006628121
14830	53.37647	50.13764	3.23883	0.005676191
14840	53.19569	50.1267	3.068992	0.006726926
14850	52.98129	49.70746	3.273829	0.005480965
14860	53.64939	50.51752	3.131867	0.006316992
14870	53.55525	50.44289	3.11236	0.00644143
14880	53.70996	50.54422	3.165737	0.006106623
14890	53.68517	50.50036	3.184817	0.005991211
14900	53.39935	50.30888	3.090475	0.006583956
14910	53.69348	50.51242	3.181054	0.006013799
14920	53.38457	50.14664	3.23793	0.005681301
14930	53.27675	50.02765	3.249101	0.005618189
14940	53.43214	50.33762	3.094522	0.006557363
14950	53.46144	50.3631	3.098342	0.006532364
14960	53.70467	50.55005	3.154619	0.006174894
14970	52.38562	49.37571	3.009915	0.00713631
14980	53.49818	50.39472	3.103456	0.006499039
14990	51.69863	48.72572	2.972911	0.007405326
15000	52.12016	49.12542	2.994737	0.007245451
15010	53.70575	50.55012	3.155637	0.006168612
15020	53.09518	50.03524	3.059946	0.006788055
15030	53.2296	50.15736	3.072234	0.006705154
15040	52.4659	49.45111	3.014783	0.00710165
15050	53.65522	50.52175	3.133469	0.00630688
15060	53.69921	50.52136	3.177854	0.006033073
15070	53.70698	50.53545	3.171526	0.00607137
15080	53.68189	50.49577	3.186124	0.005983384
15090	52.66624	49.37132	3.294922	0.005366566
15100	53.55684	50.34184	3.215001	0.005813074
15110	53.38891	50.15147	3.237444	0.005684066
15120	51.55605	48.59003	2.966026	0.00745649
15130	53.56037	50.44713	3.113233	0.006435811
15140	53.68984	50.50705	3.182796	0.006003334
15150	52.26996	48.9528	3.317154	0.005248575
15160	53.67671	50.53644	3.140271	0.00626413
15170	53.69463	50.51417	3.18046	0.006017373
15180	53.6236	50.42114	3.202457	0.00588645
15190	53.68387	50.54086	3.143007	0.006247013
15200	52.52162	49.50337	3.018251	0.007077065
15210	53.58198	50.3713	3.210684	0.005838221
15220	53.70693	50.55003	3.156899	0.006160833
15230	53.38255	50.14439	3.238156	0.005680018
15240	52.98066	49.70678	3.273876	0.00548071
15250	53.64691	50.44998	3.196934	0.005919054
15260	51.96859	48.98198	2.986607	0.007304594
15270	53.66553	50.52901	3.136528	0.006287616
15280	52.83511	49.7957	3.03941	0.006928899
15290	53.59619	50.38813	3.208054	0.005853597
15300	53.38817	50.29903	3.089142	0.006592734
15310	53.62374	50.49816	3.125587	0.006356793
15320	53.43289	50.33827	3.094617	0.006556737
15330	53.46375	50.2353	3.228449	0.005735424
15340	52.46113	49.44664	3.01449	0.007103731
15350	53.59571	50.38757	3.208145	0.005853068
15360	52.78449	49.49704	3.287455	0.005406788
15370	53.59425	50.47483	3.119421	0.006396108
15380	52.30451	48.98915	3.315355	0.005258024
15390	53.50516	50.40068	3.104476	0.006492416
15400	53.37657	50.28879	3.087785	0.006601691
15410	53.69528	50.51516	3.180119	0.006019422
15420	51.12476	48.17836	2.946398	0.007604288
15430	53.62076	50.41769	3.203075	0.005882818
15440	53.69723	50.51819	3.179039	0.006025926
15450	52.81024	49.52448	3.285764	0.005415939
15460	53.6815	50.49522	3.186276	0.005982478
15470	49.81949	46.9247	2.894787	0.008007057
15480	53.69526	50.54697	3.148289	0.006214102
15490	53.70765	50.53695	3.1707	0.006076388
15500	53.70093	50.52419	3.176736	0.006039824
15510	53.66342	50.47106	3.192362	0.005946177
15520	53.16572	50.09951	3.066212	0.006745655
15530	52.86872	49.82684	3.04188	0.006911805
15540	52.72577	49.6941	3.031672	0.006982722
15550	53.70898	50.54907	3.159911	0.006142304
15560	53.62709	50.4254	3.201684	0.005891007
15570	53.32272	50.07818	3.244537	0.00564389
15580	53.50477	50.40035	3.10442	0.006492781
15590	53.55808	50.44524	3.11284	0.006438336
15600	53.39581	50.30576	3.09005	0.006586754
15610	53.29454	50.21577	3.078771	0.006661468
15620	53.3989	50.30848	3.09042	0.006584315
15630	53.71006	50.54523	3.164839	0.00611211
15640	53.40946	50.31776	3.0917	0.006575897
15650	53.55889	50.44591	3.11298	0.006437439
15660	52.62425	49.32678	3.297467	0.005352925
15670	51.11269	48.16682	2.945872	0.00760829
15680	51.89319	48.9105	2.982687	0.007333284
15690	52.8441	49.5606	3.283502	0.005428203
15700	53.39516	50.15842	3.236737	0.005688086
15710	53.70808	50.53799	3.170097	0.006080056
15720	53.69071	50.50831	3.182397	0.006005726
15730	53.41974	50.18586	3.233884	0.005704337
15740	49.84285	46.94721	2.895634	0.008000283
15750	53.63166	50.43102	3.200644	0.005897137
15760	52.55902	49.5384	3.020622	0.007060305
15770	53.43298	50.20068	3.232296	0.0057134
15780	53.69772	50.54804	3.149681	0.006205461
15790	53.60135	50.48052	3.120827	0.006387122
15800	53.00685	49.95428	3.052571	0.006838304
15810	53.56938	50.45457	3.114805	0.006425701
15820	53.24929	49.99758	3.25171	0.005603551
15830	53.70881	50.5399	3.168912	0.006087264
15840	53.015	49.96177	3.053231	0.006833788
15850	53.56738	50.45293	3.114452	0.006427971
15860	53.71008	50.54567	3.164415	0.006114699
15870	53.36909	50.12945	3.23964	0.005671597
15880	53.68752	50.54297	3.144547	0.006237401
15890	53.27569	50.02649	3.249203	0.005617616
15900	53.50584	50.28307	3.222764	0.005768124
15910	53.68899	50.54379	3.145202	0.006233317
15920	53.33496	50.25187	3.083092	0.006632746
15930	53.62974	50.42866	3.201084	0.005894539
15940	53.09443	49.82931	3.265114	0.00552894
15950	52.79289	49.50599	3.286906	0.005409758
15960	53.68024	50.53866	3.141579	0.006255939
15970	53.26907	50.19292	3.076151	0.006678939
15980	53.61793	50.41425	3.203682	0.005879248
15990	53.54563	50.43487	3.110759	0.006451752
16000	53.64592	50.51497	3.130951	0.006322782
16010	53.54176	50.32434	3.217418	0.00579904
16020	53.48853	50.26336	3.225168	0.005754271
16030	52.00648	49.01787	2.988607	0.007289999
16040	53.29502	50.2162	3.07882	0.006661141
16050	53.56732	50.45288	3.114442	0.006428032
16060	53.55478	50.33944	3.215338	0.005811116
16070	53.67812	50.53734	3.140786	0.006260901
16080	53.59808	50.39038	3.207692	0.005855717
16090	53.50852	50.28614	3.222382	0.005770328
16100	52.90494	49.86035	3.044597	0.006893053
16110	53.70979	50.54331	3.166486	0.006102051
16120	53.64648	50.51538	3.131096	0.00632187
16130	53.41941	50.32649	3.092924	0.006567847
16140	53.66004	50.52518	3.134861	0.00629811
16150	52.50592	49.20154	3.304373	0.005316085
16160	53.46148	50.36313	3.098347	0.006532332
16170	53.44789	50.35134	3.096549	0.006544082
16180	53.67253	50.48304	3.189483	0.005963319
16190	53.70321	50.52813	3.175076	0.006049854
16200	53.70671	50.55006	3.156652	0.006162351
16210	53.54667	50.33002	3.216644	0.005803533
16220	53.70292	50.54976	3.153167	0.006183867
16230	52.675	49.64678	3.028219	0.007006874
16240	53.66777	50.53054	3.137237	0.006283162
16250	53.62674	50.42498	3.20176	0.005890554
16260	53.66435	50.52819	3.13616	0.006289935
16270	52.33574	49.32878	3.00696	0.007157427
16280	53.4138	50.17922	3.234584	0.005700343
16290	53.69857	50.54838	3.150189	0.006202307
16300	53.65799	50.52373	3.134263	0.00630188
16310	53.38556	50.14774	3.23782	0.00568193
16320	53.05364	49.99723	3.056418	0.006812045
16330	53.70923	50.54118	3.16806	0.006092454
16340	53.39447	50.30458	3.08989	0.006587807
16350	53.70947	50.54845	3.16102	0.006135496
16360	53.45438	50.35698	3.097401	0.006538509
16370	53.5937	50.47439	3.119314	0.006396789
16380	53.43884	50.20726	3.231581	0.005717487
16390	53.31637	50.07119	3.245183	0.005640246
16400	53.29203	50.04442	3.247613	0.005626558
16410	53.52508	50.4176	3.107484	0.006472912
16420	53.12088	49.85792	3.26296	0.005540865
16430	53.3228	50.24103	3.081768	0.006641529
16440	53.19007	49.93299	3.257076	0.005573564
16450	53.61038	50.40512	3.205255	0.005870008
16460	53.09461	50.03471	3.059896	0.006788393
16470	53.6742	50.53482	3.139384	0.006269687
16480	53.65238	50.45689	3.195495	0.005927579
16490	51.24824	47.88563	3.362613	0.005015324
16500	52.92244	49.87651	3.045929	0.006883872
16510	52.74606	49.71298	3.033075	0.006972932
16520	53.69208	50.54542	3.146656	0.006224262
16530	53.70901	50.54905	3.159962	0.00614199
16540	52.92262	49.87667	3.045943	0.006883777
16550	53.63967	50.44092	3.198747	0.005908335
16560	52.77535	49.4873	3.288049	0.005403577
16570	53.16852	50.10206	3.066468	0.006743925
16580	53.45777	50.35992	3.097851	0.006535571
16590	53.68225	50.53989	3.142359	0.006251066
16600	53.54853	50.43729	3.111237	0.006448668
16610	53.66891	50.53131	3.137605	0.006280852
16620	53.66989	50.53196	3.137923	0.006278852
16630	53.08848	50.02911	3.059369	0.006791974
16640	53.58906	50.37967	3.209393	0.005845765
16650	53.23724	49.98441	3.252829	0.005597284
16660	53.23898	50.16583	3.073151	0.006699009
16670	50.87462	47.93891	2.935711	0.007685994
16680	51.42918	48.07375	3.355421	0.005051524
16690	53.25749	50.18251	3.074986	0.00668673
16700	52.74484	49.45483	3.290012	0.005392985
16710	52.92874	49.88232	3.046413	0.006880545
16720	53.4644	50.23603	3.228365	0.005735905
16730	53.11611	50.05434	3.061767	0.006775706
16740	53.6892	50.50612	3.183085	0.006001597
16750	53.65385	50.45875	3.195098	0.005929929
16760	52.74806	49.45826	3.289806	0.005394093
16770	53.7099	50.54742	3.162487	0.0061265
16780	52.34716	49.03405	3.313102	0.005269883
16790	53.53933	50.4296	3.109735	0.006458359
16800	53.59862	50.47834	3.120281	0.006390607
16810	52.35389	49.04115	3.312743	0.005271775
16820	53.65746	50.52335	3.134108	0.006302855
16830	53.05584	49.99924	3.056602	0.006810791
16840	51.76223	48.78618	2.976056	0.007382072
16850	53.65227	50.51962	3.132649	0.006312055
16860	51.3559	48.39919	2.956709	0.007526281
16870	53.61525	50.49153	3.123718	0.006368683
16880	53.70884	50.53999	3.168855	0.006087611
16890	53.16457	49.90528	3.259289	0.005561245
16900	53.697	50.54774	3.14926	0.006208073
16910	53.67561	50.48718	3.188431	0.0059696
16920	53.19493	50.12601	3.068921	0.006727406
16930	53.26816	50.1921	3.076059	0.006679553
16940	53.66878	50.47807	3.190707	0.005956029
16950	53.70767	50.54985	3.157823	0.006155139
16960	53.07934	49.81301	3.266322	0.005522266
16970	53.50964	50.28742	3.222222	0.005771249
16980	53.70994	50.54724	3.162705	0.006125163
16990	53.27383	50.02445	3.249382	0.00561661
17000	53.01306	49.7416	3.271458	0.00549398
17010	53.66529	50.4735	3.191795	0.005949549
17020	52.22831	49.22754	3.000764	0.007201915
17030	52.71626	49.42444	3.291821	0.005383238
17040	51.01125	48.06975	2.941492	0.007641692
17050	53.54288	50.32564	3.217242	0.005800062
17060	53.25312	50.17857	3.074549	0.006689652
17070	53.3665	50.12658	3.239922	0.005669994
17080	53.50177	50.39779	3.103979	0.006495642
17090	53.39155	50.15441	3.237146	0.00568576
17100	53.52354	50.41629	3.107246	0.006474458
17110	53.27175	50.02217	3.249582	0.005615488
17120	53.70097	50.54923	3.151745	0.006192663
17130	52.76748	49.73291	3.034572	0.006962498
17140	53.12106	49.85811	3.262945	0.005540947
17150	53.6827	50.49689	3.185809	0.005985271
17160	52.89871	49.85458	3.044125	0.006896306
17170	53.47602	50.3757	3.100324	0.006519426
17180	53.58006	50.46332	3.116733	0.006413321
17190	53.55506	50.44274	3.112329	0.006441627
17200	53.65478	50.52143	3.133346	0.006307657
17210	53.4646	50.36583	3.098766	0.006529591
17220	53.61188	50.40694	3.204945	0.005871824
17230	53.69696	50.54773	3.149239	0.006208203
17240	53.43132	50.3369	3.094418	0.006558046
17250	53.69076	50.54474	3.146024	0.006228197
17260	53.65337	50.45814	3.195227	0.005929165
17270	53.3432	50.2592	3.084	0.006626725
17280	53.62665	50.42487	3.201781	0.005890435
17290	53.68856	50.54355	3.145007	0.006234531
17300	53.54346	50.3263	3.217151	0.005800587
17310	53.17227	49.91364	3.258626	0.005564928
17320	53.62766	50.50118	3.126479	0.00635112
17330	53.5208	50.3002	3.220601	0.005780613
17340	53.59653	50.38854	3.207989	0.005853976
17350	52.55965	49.25837	3.301283	0.005332538
17360	53.66059	50.52557	3.135024	0.006297081
17370	52.80724	49.76985	3.037395	0.00694287
17380	53.70648	50.55009	3.156394	0.006163942
17390	53.70648	50.55009	3.156394	0.006163942
17400	53.19166	49.93473	3.256936	0.005574345
17410	53.60455	50.48308	3.121476	0.006382975
17420	53.00723	49.95462	3.052601	0.006838098
17430	53.63309	50.43278	3.200313	0.005899088
17440	52.32327	49.31704	3.006229	0.007162661
17450	53.27012	50.02038	3.249739	0.00561461
17460	53.05342	49.99702	3.056399	0.006812173
17470	53.69151	50.54513	3.146381	0.006225972
17480	52.72099	49.42946	3.291523	0.005384837
17490	53.67892	50.49168	3.187244	0.005976688
17500	53.62022	50.41703	3.203191	0.005882136
17510	53.69434	50.54654	3.147799	0.006217148
17520	53.6225	50.4198	3.202698	0.005885033
17530	53.60149	50.48063	3.120855	0.006386941
17540	53.66757	50.47648	3.191089	0.005953751
17550	52.08727	49.09433	2.992943	0.00725846
17560	53.21338	50.14271	3.07067	0.006715646
17570	52.98038	49.70648	3.273897	0.005480596
17580	53.63135	50.43064	3.200715	0.005896717
17590	52.69584	49.66621	3.029626	0.006997024
17600	53.51666	50.41046	3.106194	0.006481269
17610	53.55599	50.34085	3.21514	0.005812266
17620	53.45254	50.22266	3.229878	0.005727235
17630	53.6349	50.43501	3.199889	0.005901586
17640	53.63574	50.50735	3.128389	0.006339
17650	53.60522	50.48361	3.121612	0.006382106
17660	53.32834	50.24597	3.082369	0.006637541
17670	53.6251	50.49921	3.125894	0.00635484
17680	53.30404	50.22427	3.079766	0.006654839
17690	53.57776	50.36633	3.211437	0.005833827
17700	52.87827	49.83568	3.04259	0.006906895
17710	53.03825	49.98311	3.055138	0.00682077
17720	52.92612	49.87991	3.046212	0.006881927
17730	53.60708	50.40116	3.205921	0.005866097
17740	53.70072	50.52385	3.176876	0.006038979
17750	53.59648	50.38848	3.207998	0.005853924
17760	53.55994	50.44678	3.113159	0.006436287
17770	51.27415	48.32113	2.953011	0.007554171
17780	53.32816	50.24581	3.082349	0.006637675
17790	53.65918	50.52457	3.134608	0.006299703
17800	53.6758	50.48744	3.188362	0.005970009
17810	53.48817	50.26295	3.225217	0.00575399
17820	53.68693	50.50285	3.18408	0.005995629
17830	53.67241	50.48289	3.189523	0.005963084
17840	53.63151	50.50413	3.127378	0.006345415
17850	53.69215	50.54546	3.14669	0.006224048
17860	51.70812	48.73474	2.973377	0.007401873
17870	53.45876	50.36078	3.097984	0.006534703
17880	52.83317	49.54894	3.284237	0.005424215
17890	52.36497	49.05282	3.31215	0.005274903
17900	52.25884	49.25634	3.002503	0.007189402
17910	53.0513	49.78277	3.268527	0.005510104
17920	53.32695	50.24473	3.082218	0.006638542
17930	53.20417	50.13438	3.069793	0.00672154
17940	53.44337	50.21235	3.231023	0.005720682
17950	53.04034	49.77097	3.269375	0.005505432
17960	53.14365	50.07944	3.064211	0.006759165
17970	53.64735	50.45052	3.196822	0.005919715
17980	53.70899	50.54907	3.159919	0.006142255
17990	52.37919	49.36966	3.009531	0.00713905
