Iteration	Replicate_ID	Posterior	Likelihood	Prior	sigma2
5208	0	53.44079	50.34516	3.095629	0.00655011
5209	1	53.35379	50.1125	3.241292	0.005662235
5210	0	52.03595	48.70717	3.328781	0.0051879
5211	1	53.5872	50.37746	3.209737	0.005843757
5212	0	53.42149	50.18781	3.233677	0.005705517
5213	1	53.68087	50.49436	3.186514	0.00598105
5214	0	53.29093	50.04321	3.247721	0.005625949
5215	1	53.65364	50.52062	3.13303	0.006309655
5216	0	53.70868	50.54933	3.159355	0.006145718
5217	1	53.05956	50.00264	3.056914	0.00680867
5218	0	53.7022	50.54958	3.152618	0.006187264
5219	1	53.06621	49.79885	3.267361	0.005516536
5220	0	52.35333	49.34533	3.007996	0.007150015
5221	1	53.54362	50.43319	3.110431	0.006453871
5222	0	53.43528	50.34036	3.094922	0.006554744
5223	1	53.65742	50.52332	3.134097	0.006302922
5224	0	53.5735	50.36131	3.212186	0.005829463
5225	1	53.6954	50.54704	3.148369	0.006213607
5226	0	53.08939	49.82387	3.265519	0.005526704
5227	1	53.53744	50.42801	3.109431	0.006460323
5228	0	53.60295	50.39621	3.206743	0.005861279
5229	1	53.4506	50.22048	3.230122	0.005725837
5230	0	53.67858	50.53762	3.140954	0.006259852
5231	1	53.70025	50.54899	3.151256	0.006195695
5232	0	53.15318	50.08811	3.065071	0.006753359
5233	1	52.35175	49.0389	3.312857	0.005271174
5234	0	53.70903	50.54903	3.160003	0.006141735
5235	1	53.68711	50.50311	3.184003	0.005996092
5236	0	53.71008	50.54579	3.164297	0.006115422
5237	1	53.70879	50.53985	3.168947	0.006087049
5238	0	53.69697	50.54773	3.149241	0.00620819
5239	1	53.40138	50.16536	3.236026	0.005692132
5240	0	53.52314	50.41595	3.107184	0.006474857
5241	1	53.46537	50.3665	3.09887	0.00652891
5242	0	53.68091	50.53907	3.141836	0.006254336
5243	1	53.70617	50.53375	3.172422	0.006065936
5244	0	53.31567	50.23467	3.081002	0.006646618
5245	1	53.2262	50.1543	3.071905	0.006707364
5246	0	53.65655	50.4622	3.19435	0.005934366
5247	1	53.55126	50.33536	3.215908	0.005807805
5248	0	53.64679	50.51561	3.131178	0.006321346
5249	1	50.51979	47.59852	2.921271	0.007797784
5250	0	52.94955	49.90153	3.048024	0.00686947
5251	1	53.36238	50.27623	3.086154	0.006612466
5252	0	53.00756	49.95493	3.052628	0.006837911
5253	1	53.67734	50.48952	3.187819	0.00597325
5254	0	53.69935	50.52158	3.17777	0.006033581
5255	1	53.46684	50.36777	3.099068	0.006527618
5256	0	53.28415	50.20645	3.077692	0.006668655
5257	1	53.59848	50.39087	3.207614	0.005856172
5258	0	53.70553	50.53246	3.173067	0.006062024
5259	1	53.0184	49.74735	3.271053	0.005496203
5260	0	53.13585	49.87413	3.261718	0.005547748
5261	1	53.59395	50.47459	3.119363	0.006396476
5262	0	53.58973	50.38046	3.20927	0.005846485
5263	1	53.37	50.28297	3.087025	0.00660671
5264	0	51.94629	48.61328	3.333008	0.005166022
5265	1	52.95949	49.91069	3.0488	0.006864141
5266	0	52.80393	49.76678	3.037158	0.006944517
5267	1	53.62946	50.50257	3.126898	0.006348465
5268	0	53.52161	50.41466	3.106949	0.006476377
5269	1	53.6737	50.53449	3.139208	0.006270791
5270	0	53.71005	50.54507	3.164981	0.006111241
5271	1	52.74323	49.71035	3.032879	0.0069743
5272	0	53.69139	50.50932	3.182074	0.00600767
5273	1	52.46473	49.45002	3.014712	0.00710216
5274	0	52.96705	49.69217	3.274875	0.005475237
5275	1	53.68716	50.50318	3.183982	0.005996216
5276	0	53.70821	50.53831	3.169902	0.006081238
5277	1	53.67628	50.48809	3.188193	0.005971018
5278	0	53.3435	50.10111	3.242382	0.005656064
5279	1	53.60921	50.40372	3.205492	0.005868612
5280	0	53.70793	50.53762	3.17031	0.006078756
5281	1	53.52529	50.30535	3.219935	0.005784464
5282	0	53.39372	50.30392	3.089801	0.006588391
5283	1	52.87399	49.59253	3.281467	0.005439265
5284	0	52.07789	48.75113	3.326763	0.00519838
5285	1	53.43286	50.33824	3.094613	0.006556767
5286	0	53.50049	50.27697	3.223518	0.005763777
5287	1	53.43286	50.33824	3.094613	0.006556767
5288	0	51.64332	48.67311	2.970214	0.007425327
5289	1	52.52472	49.22142	3.303301	0.005321791
5290	0	53.0757	50.01743	3.058278	0.006799389
5291	1	53.38804	50.1505	3.237542	0.005683508
5292	0	53.6699	50.53197	3.137928	0.006278823
5293	1	51.84689	48.86657	2.980318	0.007350678
5294	0	53.22873	50.15658	3.07215	0.00670572
5295	1	53.64933	50.51748	3.131853	0.006317084
5296	0	53.70458	50.53065	3.173933	0.006056777
5297	1	53.28362	50.03518	3.248436	0.00562193
5298	0	53.6791	50.49193	3.187176	0.005977092
5299	1	53.70382	50.54993	3.153886	0.006179424
5300	0	53.70405	50.52966	3.174391	0.006054003
5301	1	53.48891	50.38678	3.102128	0.006507678
5302	0	53.70921	50.54882	3.160386	0.006139383
5303	1	53.44931	50.35258	3.096735	0.006542865
5304	0	53.54312	50.32592	3.217204	0.005800282
5305	1	50.81151	47.43262	3.378886	0.004934368
5306	0	51.70524	48.73201	2.973236	0.007402921
5307	1	53.70924	50.54879	3.160444	0.006139026
5308	0	53.54111	50.3236	3.217519	0.005798458
5309	1	53.13471	49.8729	3.261813	0.005547223
5310	0	53.70933	50.54867	3.160652	0.006137749
5311	1	53.28208	50.03349	3.248585	0.005621088
5312	0	50.97807	48.03799	2.940076	0.00765252
5313	1	53.34528	50.26105	3.084231	0.006625191
5314	0	53.62235	50.49708	3.125275	0.006358777
5315	1	53.70814	50.54966	3.158482	0.006151086
5316	0	52.76833	49.7337	3.034632	0.006962082
5317	1	52.99194	49.94057	3.051371	0.006846513
5318	0	53.08781	50.0285	3.059312	0.00679236
5319	1	53.70246	50.54965	3.152813	0.006186054
5320	0	53.04423	49.77515	3.269076	0.005507082
5321	1	53.69353	50.5125	3.181029	0.006013947
5322	0	53.28836	50.04039	3.247973	0.00562453
5323	1	53.3818	50.29341	3.088394	0.00659767
5324	0	52.55416	49.53385	3.020312	0.007062495
5325	1	52.43846	49.13031	3.308152	0.005296037
5326	0	52.82133	49.78292	3.03841	0.00693583
5327	1	51.249	48.29711	2.951885	0.007562682
5328	0	53.33847	50.255	3.083478	0.006630185
5329	1	53.48334	50.382	3.101343	0.006512791
5330	0	52.17187	48.84973	3.322141	0.005222466
5331	1	50.5752	47.65173	2.923475	0.007780615
5332	0	53.38281	50.14468	3.238127	0.005680184
5333	1	53.68888	50.50565	3.183229	0.006000732
5334	0	53.42368	50.33023	3.093457	0.006564352
5335	1	52.94204	49.8946	3.047439	0.006873484
5336	0	53.70495	50.53135	3.173602	0.006058783
5337	1	53.35372	50.11243	3.241299	0.005662197
5338	0	52.891	49.61071	3.280291	0.005445662
5339	1	53.67586	50.48752	3.188341	0.005970134
5340	0	53.46987	50.24221	3.227655	0.005739979
5341	1	53.7027	50.54971	3.153	0.006184901
5342	0	52.8422	49.80227	3.039927	0.006925318
5343	1	53.69679	50.51749	3.179291	0.006024408
5344	0	53.42278	50.32944	3.093344	0.00656509
5345	1	51.84349	48.86335	2.980145	0.007351948
5346	0	53.66922	50.53152	3.137707	0.006280211
5347	1	52.44122	49.13322	3.307999	0.005296845
5348	0	53.63473	50.50659	3.128147	0.006340539
5349	1	52.84705	49.56375	3.283303	0.005429285
5350	0	53.56334	50.44959	3.113746	0.006432507
5351	1	53.58816	50.3786	3.20956	0.005844792
5352	0	53.65862	50.46486	3.193765	0.005937841
5353	1	52.94219	49.89473	3.047451	0.006873404
5354	0	53.44674	50.35035	3.0964	0.00654506
5355	1	52.70905	49.41677	3.292273	0.005380802
5356	0	53.23531	49.9823	3.253007	0.005596287
5357	1	53.15121	49.89079	3.260427	0.005554919
5358	0	53.59916	50.47877	3.12039	0.006389915
5359	1	53.13622	50.07268	3.063546	0.00676366
5360	0	53.45471	50.35726	3.097445	0.006538221
5361	1	53.61656	50.41259	3.203971	0.005877546
5362	0	53.64655	50.44952	3.197028	0.005918496
5363	1	53.70393	50.52943	3.174493	0.006053383
5364	0	53.70885	50.54002	3.168836	0.006087724
5365	1	53.3291	50.24664	3.082451	0.006636997
5366	0	53.60187	50.48094	3.120932	0.006386452
5367	1	50.93898	48.00056	2.938418	0.007665219
5368	0	53.27191	50.02234	3.249567	0.00561557
5369	1	52.14764	48.82429	3.323347	0.005216172
5370	0	53.70987	50.5437	3.166166	0.006103999
5371	1	52.86607	49.58405	3.28201	0.00543631
5372	0	53.25934	50.00857	3.250765	0.005608849
5373	1	53.31372	50.06827	3.245451	0.005638732
5374	0	53.63263	50.50498	3.127642	0.006343739
5375	1	49.14148	46.27033	2.871151	0.008198571
5376	0	53.70311	50.5498	3.153315	0.006182952
5377	1	53.68078	50.539	3.141789	0.00625463
5378	0	53.1081	50.04703	3.061066	0.006780458
5379	1	52.71368	49.4217	3.291983	0.005382365
5380	0	53.11608	50.05431	3.061764	0.006775727
5381	1	53.6845	50.49941	3.185093	0.005989559
5382	0	53.61014	50.4875	3.122631	0.006375609
5383	1	53.67938	50.4923	3.187076	0.005977693
5384	0	53.61008	50.48746	3.122619	0.006375684
5385	1	53.63709	50.50837	3.12872	0.006336904
5386	0	52.42296	49.11395	3.309005	0.005291519
5387	1	53.3328	50.0893	3.243499	0.005649752
5388	0	53.52643	50.41874	3.107694	0.006471555
5389	1	53.25505	50.18031	3.074741	0.006688363
5390	0	53.11749	50.0556	3.061888	0.006774887
5391	1	53.57173	50.4565	3.115222	0.006423019
5392	0	53.08258	50.02372	3.058864	0.006795403
5393	1	53.16772	49.9087	3.259018	0.005562747
5394	0	53.67875	50.49145	3.187306	0.005976317
5395	1	53.66726	50.53019	3.137073	0.006284194
5396	0	53.60633	50.48449	3.12184	0.006380655
5397	1	53.70758	50.54988	3.157707	0.006155852
5398	0	53.04152	49.77223	3.269285	0.005505929
5399	1	53.01616	49.74494	3.271223	0.005495269
5400	0	53.53685	50.31867	3.21818	0.005794624
5401	1	53.70406	50.52968	3.174382	0.006054057
5402	0	52.55074	49.24893	3.301801	0.005329776
5403	1	53.30696	50.22689	3.080076	0.00665278
5404	0	53.70994	50.5441	3.165838	0.006106005
5405	1	53.62148	50.41856	3.202919	0.005883733
5406	0	53.70854	50.54943	3.159104	0.006147261
5407	1	53.57527	50.45941	3.115859	0.006418928
5408	0	52.72188	49.69047	3.031404	0.006984595
5409	1	53.48068	50.37971	3.10097	0.006515219
5410	0	53.68708	50.50306	3.184017	0.005996008
5411	1	53.70804	50.54971	3.158329	0.006152028
5412	0	53.6721	50.48247	3.189627	0.005962465
5413	1	53.34005	50.2564	3.083651	0.006629036
5414	0	49.83198	46.93674	2.89524	0.008003436
5415	1	53.61195	50.48894	3.123013	0.006373173
5416	0	53.62982	50.50284	3.12698	0.006347942
5417	1	53.51279	50.40718	3.10561	0.006485055
5418	0	53.56321	50.44949	3.113723	0.006432654
5419	1	52.6549	49.62803	3.026874	0.007016303
5420	0	53.41201	50.32	3.092011	0.00657385
5421	1	53.69123	50.54498	3.146246	0.006226813
5422	0	53.59807	50.39037	3.207694	0.005855705
5423	1	53.21851	50.14735	3.071162	0.006712345
5424	0	52.39853	49.08819	3.310339	0.005284466
5425	1	53.46559	50.23738	3.228211	0.00573679
5426	0	53.46058	50.36236	3.098227	0.006533116
5427	1	53.62565	50.42365	3.202004	0.005889122
5428	0	53.67815	50.49063	3.187525	0.005975006
5429	1	53.7067	50.55006	3.156636	0.006162453
5430	0	49.08138	46.21225	2.869135	0.008215115
5431	1	53.63726	50.5085	3.12876	0.006336652
5432	0	53.70527	50.5501	3.155169	0.006171498
5433	1	53.66969	50.47927	3.190416	0.00595776
5434	0	53.31752	50.07246	3.245066	0.005640906
5435	1	53.00008	49.72765	3.272433	0.005488624
5436	0	52.83393	49.79461	3.039324	0.006929493
5437	1	53.6935	50.54613	3.147366	0.00621984
5438	0	52.20648	48.88608	3.320401	0.005231562
5439	1	53.27483	50.1981	3.076737	0.006675026
5440	0	53.42981	50.33558	3.094227	0.006559295
5441	1	53.11425	50.05265	3.061604	0.006776811
5442	0	53.34414	50.26003	3.084104	0.006626035
5443	1	53.69629	50.54743	3.148854	0.006210593
5444	0	53.55273	50.4408	3.111937	0.006444156
5445	1	51.99237	48.66152	3.33085	0.00517718
5446	0	53.54285	50.32561	3.217246	0.005800039
5447	1	53.70925	50.54878	3.160476	0.006138833
5448	0	53.61926	50.41587	3.203397	0.005880924
5449	1	53.71008	50.5457	3.164384	0.006114888
5450	0	53.71006	50.5451	3.164956	0.006111392
5451	1	52.93966	49.89241	3.047256	0.006874747
5452	0	53.54583	50.32906	3.216776	0.005802767
5453	1	53.69815	50.54822	3.149937	0.006203871
5454	0	53.69831	50.54828	3.150029	0.006203302
5455	1	53.58205	50.46495	3.117101	0.006410963
5456	0	53.60073	50.39355	3.207178	0.005858729
5457	1	53.59839	50.39076	3.207631	0.005856073
5458	0	53.70981	50.54772	3.162087	0.006128953
5459	1	53.26125	50.18589	3.075362	0.00668421
5460	0	53.4234	50.18996	3.233448	0.005706821
5461	1	53.5779	50.46156	3.116338	0.006415858
5462	0	53.39082	50.15359	3.237229	0.005685288
5463	1	53.46845	50.24061	3.22784	0.005738917
5464	0	53.15458	50.08938	3.065197	0.006752504
5465	1	53.06134	49.7936	3.267743	0.005514427
5466	0	53.51743	50.29633	3.221096	0.005777753
5467	1	53.5894	50.47092	3.118486	0.006402089
5468	0	52.74846	49.45868	3.289781	0.00539423
5469	1	53.37904	50.29096	3.088071	0.006599802
5470	0	53.70968	50.54805	3.161634	0.006131728
5471	1	53.62446	50.49871	3.125748	0.006355765
5472	0	50.16961	47.26188	2.907728	0.007904109
5473	1	52.55325	49.53299	3.020254	0.007062906
5474	0	53.50645	50.40178	3.104666	0.006491181
5475	1	53.52322	50.41603	3.107198	0.00647477
5476	0	52.60731	49.30883	3.298479	0.005347511
5477	1	53.57988	50.46318	3.116701	0.006413529
5478	0	51.16487	47.79904	3.365832	0.004999205
5479	1	53.47451	50.24747	3.227046	0.005743478
5480	0	53.3982	50.16181	3.23639	0.005690059
5481	1	53.37571	50.28803	3.087685	0.006602351
5482	0	53.70418	50.54999	3.154191	0.006177537
5483	1	53.70463	50.55005	3.154582	0.006175123
5484	0	52.39788	49.38723	3.010649	0.007131072
5485	1	53.41422	50.17968	3.234536	0.005700619
5486	0	53.70678	50.53502	3.171761	0.006069943
5487	1	53.69944	50.52173	3.17771	0.006033941
5488	0	53.70567	50.55012	3.155551	0.006169141
5489	1	52.2515	49.24942	3.002083	0.00719242
5490	0	53.7099	50.54387	3.166032	0.006104818
5491	1	53.43511	50.20307	3.232037	0.005714882
5492	0	51.81525	48.47626	3.338985	0.005135234
5493	1	53.49683	50.39357	3.103262	0.006500302
5494	0	53.22724	50.15524	3.072006	0.006706686
5495	1	53.70567	50.55012	3.15555	0.006169145
5496	0	53.52774	50.30817	3.219568	0.005786589
5497	1	53.25066	49.99908	3.251581	0.005604273
5498	0	53.54457	50.43398	3.110584	0.006452878
5499	1	53.59891	50.39138	3.20753	0.005856664
5500	0	53.68104	50.53915	3.141885	0.006254024
5501	1	53.2361	50.16323	3.072869	0.0067009
5502	0	53.70099	50.52429	3.176695	0.00604007
5503	1	52.51666	49.49872	3.017939	0.007079274
5504	0	53.33582	50.25264	3.083186	0.006632117
5505	1	50.70254	47.77393	2.92861	0.007740768
5506	0	53.64973	50.45353	3.196201	0.005923396
5507	1	53.21229	50.14173	3.070566	0.006716347
5508	0	51.77776	48.80093	2.976831	0.007376354
5509	1	53.50459	50.40019	3.104392	0.006492961
5510	0	50.71585	47.78669	2.929152	0.00773657
5511	1	53.55975	50.44662	3.113127	0.006436492
5512	0	53.3477	50.2632	3.0845	0.006623411
5513	1	53.51114	50.28914	3.222006	0.005772494
5514	0	53.38658	50.29763	3.088955	0.00659397
5515	1	53.59585	50.38773	3.208119	0.005853217
5516	0	53.70985	50.5436	3.166253	0.00610347
5517	1	53.69476	50.51436	3.180396	0.006017759
5518	0	53.68457	50.4995	3.185064	0.005989731
5519	1	53.70863	50.54937	3.159265	0.006146272
5520	0	53.64172	50.44348	3.198243	0.005911312
5521	1	53.70927	50.54129	3.167983	0.006092919
5522	0	52.5274	49.50878	3.018615	0.00707449
5523	1	53.69951	50.54873	3.15078	0.006198641
5524	0	53.61939	50.49478	3.124619	0.006362948
5525	1	53.64169	50.51183	3.129864	0.006329662
5526	0	53.65871	50.46497	3.19374	0.005937988
5527	1	50.66338	47.73636	2.92702	0.00775308
5528	0	53.71008	50.54603	3.16405	0.006116931
5529	1	52.59332	49.57049	3.022829	0.007044742
5530	0	53.65422	50.45923	3.194995	0.005930541
5531	1	53.59154	50.38261	3.208932	0.00584846
5532	0	53.63765	50.43842	3.199234	0.005905455
5533	1	52.93088	49.8843	3.046577	0.006879412
5534	0	53.70833	50.54956	3.158775	0.00614928
5535	1	52.63555	49.60996	3.025591	0.00702531
5536	0	52.56794	49.26714	3.3008	0.005335114
5537	1	53.28785	50.03983	3.248023	0.00562425
5538	0	53.45068	50.35376	3.096914	0.006541697
5539	1	53.4838	50.25799	3.225808	0.005750588
5540	0	52.18116	49.18305	2.998112	0.007221039
5541	1	53.60911	50.48669	3.122417	0.006376975
5542	0	53.70042	50.52335	3.177074	0.006037779
5543	1	53.56348	50.34958	3.213898	0.005819487
5544	0	53.62425	50.49855	3.125701	0.006356064
5545	1	53.22148	50.15003	3.071448	0.006710425
5546	0	53.663	50.52726	3.135749	0.006292522
5547	1	53.63873	50.50961	3.129123	0.006334354
5548	0	50.24101	47.33057	2.910438	0.007882719
5549	1	53.69806	50.54818	3.149882	0.00620421
5550	0	53.59548	50.47582	3.119663	0.00639456
5551	1	53.63905	50.44016	3.198896	0.005907449
5552	0	53.20955	50.13925	3.070304	0.006718105
5553	1	51.66805	48.32261	3.345444	0.005102173
5554	0	50.84994	47.91526	2.93468	0.007693917
5555	1	51.70841	48.73502	2.973392	0.007401768
5556	0	53.29469	50.04734	3.247351	0.00562803
5557	1	53.7007	50.5238	3.176894	0.006038869
5558	0	53.61515	50.41088	3.204267	0.005875807
5559	1	53.51597	50.29467	3.221307	0.00577653
5560	0	53.31105	50.06533	3.245721	0.005637213
5561	1	53.52549	50.41795	3.107548	0.006472498
5562	0	52.73764	49.70515	3.032491	0.006977004
5563	1	52.60493	49.30631	3.298621	0.005346754
5564	0	52.80819	49.52229	3.2859	0.005415204
5565	1	52.80185	49.51553	3.286318	0.005412939
5566	0	52.82236	49.78388	3.038485	0.006935312
5567	1	53.14617	49.88532	3.260852	0.005552554
5568	0	53.46796	50.24005	3.227904	0.005738549
5569	1	51.62046	48.65135	2.969109	0.007433536
5570	0	53.61479	50.49118	3.123619	0.00636931
5571	1	52.51597	49.49807	3.017896	0.007079581
5572	0	53.70414	50.54998	3.154153	0.00617777
5573	1	53.70206	50.54954	3.152516	0.006187891
5574	0	53.67172	50.48197	3.189751	0.005961725
5575	1	53.24805	49.99622	3.251826	0.005602901
5576	0	52.85882	49.57632	3.282504	0.005433624
5577	1	53.63221	50.50466	3.127542	0.006344372
5578	0	53.70754	50.54989	3.157649	0.006156211
5579	1	53.46285	50.36432	3.09853	0.006531132
5580	0	53.29406	50.21534	3.078721	0.006661802
5581	1	52.18404	49.18577	2.998272	0.007219878
5582	0	53.29885	50.21963	3.079221	0.006658467
5583	1	51.32217	47.96246	3.359709	0.005029907
5584	0	51.24046	48.28896	2.951504	0.007565564
5585	1	53.51227	50.40674	3.105533	0.006485557
5586	0	53.70925	50.54877	3.16048	0.006138805
5587	1	53.10142	49.83687	3.26455	0.005532062
5588	0	53.51641	50.29517	3.221244	0.005776898
5589	1	51.13856	47.77173	3.366835	0.00499419
5590	0	52.56681	49.26595	3.300866	0.005334764
5591	1	53.71007	50.54633	3.163736	0.006118854
5592	0	52.72793	49.69611	3.03182	0.006981686
5593	1	53.5741	50.45845	3.115648	0.006420286
5594	0	53.38709	50.14944	3.237648	0.005682903
5595	1	53.31995	50.23849	3.081462	0.006643567
5596	0	52.60678	49.58308	3.023704	0.007038579
5597	1	53.71003	50.54674	3.163294	0.006121555
5598	0	53.61936	50.49475	3.124611	0.006362999
5599	1	53.45775	50.22853	3.229218	0.005731017
5600	0	53.68364	50.4982	3.185439	0.005987486
5601	1	53.29717	50.05006	3.247106	0.005629409
5602	0	53.71006	50.54512	3.164937	0.006111508
5603	1	53.53359	50.42477	3.108817	0.006464291
5604	0	53.59032	50.38116	3.20916	0.005847127
5605	1	52.1886	48.8673	3.321302	0.005226849
5606	0	53.1234	49.86065	3.262752	0.005542019
5607	1	53.70967	50.54808	3.161596	0.006131958
5608	0	53.10273	50.04213	3.060599	0.006783623
5609	1	53.55702	50.34204	3.214972	0.005813243
5610	0	53.38757	50.14997	3.237595	0.005683209
5611	1	53.68	50.49315	3.186844	0.005979076
5612	0	53.56147	50.34724	3.214235	0.005817531
5613	1	53.63035	50.42941	3.200944	0.005895364
5614	0	53.682	50.49592	3.186081	0.005983642
5615	1	53.34515	50.10294	3.242208	0.005657048
5616	0	53.32433	50.2424	3.081934	0.006640426
5617	1	51.34217	47.98325	3.358916	0.0050339
5618	0	53.17115	49.91243	3.258723	0.005564392
5619	1	53.27406	50.1974	3.076658	0.006675555
5620	0	53.6632	50.52739	3.135809	0.006292144
5621	1	53.53092	50.31183	3.219087	0.005789369
5622	0	49.83844	46.94297	2.895474	0.008001562
5623	1	53.62485	50.49902	3.125838	0.006355196
5624	0	53.40254	50.16664	3.235893	0.005692887
5625	1	53.69527	50.54697	3.148297	0.006214056
5626	0	52.6397	49.34316	3.296537	0.005357907
5627	1	52.43663	49.42364	3.012991	0.007114387
5628	0	53.05889	50.00203	3.056858	0.006809052
5629	1	52.39122	49.38097	3.01025	0.00713392
5630	0	53.10383	49.83948	3.264354	0.005533147
5631	1	53.07263	49.80577	3.266854	0.005519329
5632	0	52.96887	49.91933	3.049537	0.006859079
5633	1	53.70121	50.5493	3.151907	0.00619166
5634	0	52.63193	49.60658	3.025353	0.007026986
5635	1	53.70708	50.53567	3.17141	0.006072076
5636	0	51.82868	48.4903	3.338383	0.005138329
5637	1	52.92262	49.64455	3.278072	0.005457759
5638	0	53.52931	50.42116	3.108143	0.006468653
5639	1	53.23286	50.16031	3.072552	0.006703025
5640	0	51.58806	48.23921	3.34885	0.005084823
5641	1	52.7707	49.7359	3.034799	0.006960922
5642	0	53.4809	50.3799	3.101	0.00651502
5643	1	53.7088	50.54924	3.159555	0.006144486
5644	0	53.68344	50.54061	3.142834	0.006248093
5645	1	53.49211	50.26744	3.224678	0.005757092
5646	0	52.17964	48.85789	3.321752	0.005224498
5647	1	53.70355	50.52875	3.174802	0.006051516
5648	0	53.66883	50.47814	3.19069	0.00595613
5649	1	53.59866	50.47837	3.120289	0.006390557
5650	0	53.64635	50.51529	3.131062	0.006322079
5651	1	51.95064	48.96498	2.985667	0.007311464
5652	0	52.50678	49.48946	3.01732	0.007083658
5653	1	53.1104	49.84658	3.263819	0.005536106
5654	0	53.69891	50.52087	3.178039	0.006031956
5655	1	52.85996	49.81873	3.041232	0.006916283
5656	0	53.32398	50.07958	3.244407	0.005644623
5657	1	53.53263	50.42397	3.108666	0.006465271
5658	0	53.65625	50.52249	3.133763	0.006305029
5659	1	52.55156	49.24981	3.301753	0.005330031
5660	0	53.70871	50.53962	3.169093	0.006086158
5661	1	53.52347	50.41623	3.107235	0.006474529
5662	0	53.58004	50.46331	3.116731	0.006413339
5663	1	50.51047	47.58957	2.920902	0.007800664
5664	0	50.74887	47.81837	2.930503	0.007726127
5665	1	53.67041	50.53231	3.138096	0.006277766
5666	0	53.47279	50.24552	3.227272	0.005742175
5667	1	53.68592	50.54206	3.14386	0.006241686
5668	0	53.59089	50.47212	3.118772	0.00640026
5669	1	52.75022	49.46055	3.289669	0.005394835
5670	0	53.52481	50.41737	3.107443	0.006473181
5671	1	52.91784	49.63943	3.278411	0.005455911
5672	0	53.60634	50.4845	3.121843	0.006380635
5673	1	53.71005	50.54505	3.164999	0.006111132
5674	0	53.28723	50.03915	3.248083	0.00562391
5675	1	52.95806	49.90937	3.048688	0.006864906
5676	0	53.30825	50.22804	3.080212	0.006651874
5677	1	53.51339	50.40769	3.105701	0.006484465
5678	0	53.7033	50.52829	3.175004	0.006050293
5679	1	53.55943	50.34485	3.214574	0.005815557
5680	0	51.42414	48.4643	2.959843	0.007502736
5681	1	53.70967	50.54809	3.161581	0.006132053
5682	0	51.48494	48.52227	2.962671	0.007481544
5683	1	53.66842	50.4776	3.190822	0.005955342
5684	0	53.70839	50.53877	3.169624	0.006082933
5685	1	53.70953	50.54835	3.161182	0.006134502
5686	0	53.34439	50.26026	3.084132	0.00662585
5687	1	52.93576	49.65862	3.277137	0.005462865
5688	0	53.56745	50.35422	3.213228	0.005823391
5689	1	52.587	49.56458	3.02242	0.007047625
5690	0	53.67066	50.53248	3.138179	0.006277245
5691	1	53.63127	50.50395	3.127321	0.006345774
5692	0	52.26607	49.26316	3.002917	0.007186425
5693	1	53.64138	50.44305	3.198328	0.00591081
5694	0	53.6361	50.50762	3.128476	0.006338449
5695	1	53.60992	50.40457	3.205348	0.005869461
5696	0	53.30704	50.06092	3.246123	0.005634944
5697	1	53.57741	50.36592	3.211499	0.005833467
5698	0	53.70958	50.54826	3.161317	0.006133672
5699	1	53.04688	49.77801	3.26887	0.005508214
5700	0	53.5415	50.43141	3.110085	0.006456102
5701	1	53.67546	50.48697	3.188483	0.005969286
5702	0	53.53562	50.42648	3.109141	0.006462201
5703	1	53.12439	49.86172	3.26267	0.005542471
5704	0	53.64396	50.44628	3.197685	0.005914611
5705	1	53.29973	50.22041	3.079313	0.006657857
5706	0	53.68672	50.54252	3.144202	0.006239552
5707	1	52.92137	49.87553	3.045848	0.006884432
5708	0	53.45266	50.2228	3.229862	0.005727323
5709	1	53.65897	50.4653	3.193668	0.005938419
5710	0	52.01989	48.69035	3.329547	0.00518393
5711	1	53.02597	49.75549	3.270478	0.005499367
5712	0	53.57265	50.36032	3.212333	0.005828607
5713	1	53.68435	50.4992	3.185152	0.005989204
5714	0	53.49063	50.26574	3.224882	0.005755918
5715	1	53.41726	50.3246	3.092658	0.0065696
5716	0	53.59566	50.47596	3.119697	0.006394341
5717	1	53.66684	50.5299	3.136938	0.006285039
5718	0	53.67668	50.48863	3.188052	0.00597186
5719	1	52.33162	49.3249	3.006718	0.00715916
5720	0	53.70054	50.52354	3.176999	0.006038233
5721	1	53.60218	50.48119	3.120995	0.006386049
5722	0	53.62445	50.42218	3.20227	0.005887555
5723	1	50.53817	47.61617	2.922	0.007792101
5724	0	51.21497	48.2646	2.950369	0.00757415
5725	1	53.45872	50.36074	3.097977	0.006534744
5726	0	53.44162	50.34588	3.095735	0.006549411
5727	1	52.77571	49.74055	3.035151	0.006958466
5728	0	53.68671	50.50254	3.184175	0.005995061
5729	1	51.79722	48.45743	3.33979	0.005131102
5730	0	53.6308	50.50359	3.127211	0.006346474
5731	1	51.80784	48.46852	3.339316	0.005133534
5732	0	53.70618	50.55011	3.156069	0.006165948
5733	1	53.69478	50.54675	3.148034	0.006215689
5734	0	51.03329	47.66249	3.3708	0.004974431
5735	1	53.28066	50.20332	3.077333	0.006671049
5736	0	52.50929	49.49182	3.017478	0.007082543
5737	1	52.65982	49.63262	3.027202	0.007014001
5738	0	53.10502	50.04423	3.060799	0.006782271
5739	1	52.9197	49.64142	3.27828	0.005456628
5740	0	53.70236	50.54962	3.152737	0.006186527
5741	1	53.47603	50.3757	3.100325	0.006519421
5742	0	53.53235	50.42373	3.108621	0.006465559
5743	1	53.59722	50.47721	3.120004	0.006392379
5744	0	51.60435	48.63602	2.968334	0.007439302
