Iteration	Replicate_ID	Posterior	Likelihood	Prior	sigma2
2959	1	52.82862	49.78968	3.038937	0.006932172
2960	0	52.5773	49.5555	3.021794	0.007052034
2961	1	52.96792	49.69311	3.274811	0.005475585
2962	0	53.56853	50.45387	3.114654	0.006426671
2963	1	53.45466	50.35722	3.097438	0.006538268
2964	0	53.3413	50.25751	3.083789	0.006628121
2965	1	53.67455	50.53504	3.139504	0.006268937
2966	0	53.37647	50.13764	3.23883	0.005676191
2967	1	53.59762	50.38984	3.207781	0.005855199
2968	0	53.19569	50.1267	3.068992	0.006726926
2969	1	52.85297	49.81225	3.040717	0.00691985
2970	0	52.98129	49.70746	3.273829	0.005480965
2971	1	52.9403	49.89299	3.047305	0.00687441
2972	0	53.64939	50.51752	3.131867	0.006316992
2973	1	51.69875	48.72583	2.972917	0.007405284
2974	0	53.55525	50.44289	3.11236	0.00644143
2975	1	53.37677	50.13798	3.238797	0.005676381
2976	0	53.70996	50.54422	3.165737	0.006106623
2977	1	53.64473	50.51409	3.13064	0.00632475
2978	0	53.68517	50.50036	3.184817	0.005991211
2979	1	53.70425	50.55	3.15425	0.006177174
2980	0	53.39935	50.30888	3.090475	0.006583956
2981	1	52.35113	49.34326	3.007866	0.007150946
2982	0	53.69348	50.51242	3.181054	0.006013799
2983	1	53.26941	50.19322	3.076185	0.006678711
2984	0	53.38457	50.14664	3.23793	0.005681301
2985	1	52.76343	49.47461	3.28882	0.005399415
2986	0	53.27675	50.02765	3.249101	0.005618189
2987	1	53.69334	50.54605	3.147287	0.006220334
2988	0	53.43214	50.33762	3.094522	0.006557363
2989	1	52.29736	49.29264	3.004721	0.007173469
2990	0	53.46144	50.3631	3.098342	0.006532364
2991	1	53.58307	50.37258	3.210489	0.005839363
2992	0	53.70467	50.55005	3.154619	0.006174894
2993	1	53.47619	50.24936	3.226824	0.00574475
2994	0	52.38562	49.37571	3.009915	0.00713631
2995	1	53.67978	50.53837	3.141404	0.006257035
2996	0	53.49818	50.39472	3.103456	0.006499039
2997	1	52.54848	49.24655	3.301932	0.00532908
2998	0	51.69863	48.72572	2.972911	0.007405326
2999	1	53.68499	50.5001	3.184892	0.005990761
3000	0	52.12016	49.12542	2.994737	0.007245451
3001	1	53.4021	50.16616	3.235943	0.005692601
3002	0	53.70575	50.55012	3.155637	0.006168612
3003	1	53.68987	50.50709	3.182781	0.00600342
3004	0	53.09518	50.03524	3.059946	0.006788055
3005	1	53.70788	50.54977	3.158112	0.006153364
3006	0	53.2296	50.15736	3.072234	0.006705154
3007	1	53.56387	50.45003	3.113838	0.006431915
3008	0	52.4659	49.45111	3.014783	0.00710165
3009	1	53.3325	50.08897	3.24353	0.005649574
3010	0	53.65522	50.52175	3.133469	0.00630688
3011	1	53.70856	50.5392	3.169354	0.006084573
3012	0	53.69921	50.52136	3.177854	0.006033073
3013	1	53.63649	50.50792	3.128572	0.006337845
3014	0	53.70698	50.53545	3.171526	0.00607137
3015	1	53.64819	50.45159	3.196603	0.00592101
3016	0	53.68189	50.49577	3.186124	0.005983384
3017	1	53.59159	50.38267	3.208923	0.005848516
3018	0	52.66624	49.37132	3.294922	0.005366566
3019	1	53.70937	50.54161	3.167756	0.006094306
3020	0	53.55684	50.34184	3.215001	0.005813074
3021	1	53.53601	50.42681	3.109203	0.006461798
3022	0	53.38891	50.15147	3.237444	0.005684066
3023	1	53.57177	50.45654	3.115231	0.006422966
3024	0	51.55605	48.59003	2.966026	0.00745649
3025	1	53.30561	50.22568	3.079933	0.006653729
3026	0	53.56037	50.44713	3.113233	0.006435811
3027	1	53.44386	50.2129	3.230961	0.005721032
3028	0	53.68984	50.50705	3.182796	0.006003334
3029	1	53.69642	50.54749	3.14893	0.006210124
3030	0	52.26996	48.9528	3.317154	0.005248575
3031	1	53.70949	50.54204	3.167444	0.006096208
3032	0	53.67671	50.53644	3.140271	0.00626413
3033	1	53.37795	50.29001	3.087945	0.006600636
3034	0	53.69463	50.51417	3.18046	0.006017373
3035	1	53.32199	50.24031	3.081681	0.006642107
3036	0	53.6236	50.42114	3.202457	0.00588645
3037	1	53.64402	50.44635	3.19767	0.005914702
3038	0	53.68387	50.54086	3.143007	0.006247013
3039	1	53.58883	50.47045	3.118377	0.006402789
3040	0	52.52162	49.50337	3.018251	0.007077065
3041	1	52.75991	49.47086	3.289047	0.005398191
3042	0	53.58198	50.3713	3.210684	0.005838221
3043	1	53.63659	50.4371	3.199488	0.005903954
3044	0	53.70693	50.55003	3.156899	0.006160833
3045	1	53.5289	50.42082	3.108079	0.006469064
3046	0	53.38255	50.14439	3.238156	0.005680018
3047	1	51.82197	48.48328	3.338684	0.005136781
3048	0	52.98066	49.70678	3.273876	0.00548071
3049	1	53.21974	49.96531	3.254429	0.005588337
3050	0	53.64691	50.44998	3.196934	0.005919054
3051	1	52.85211	49.81146	3.040653	0.006920286
3052	0	51.96859	48.98198	2.986607	0.007304594
3053	1	53.65349	50.4583	3.195194	0.005929359
3054	0	53.66553	50.52901	3.136528	0.006287616
3055	1	50.76665	47.38617	3.380481	0.004926505
3056	0	52.83511	49.7957	3.03941	0.006928899
3057	1	51.6896	48.71713	2.972468	0.007408605
3058	0	53.59619	50.38813	3.208054	0.005853597
3059	1	53.6597	50.46624	3.193457	0.005939671
3060	0	53.38817	50.29903	3.089142	0.006592734
3061	1	52.60337	49.57989	3.023482	0.007040144
3062	0	53.62374	50.49816	3.125587	0.006356793
3063	1	53.14126	49.87999	3.261266	0.005550261
3064	0	53.43289	50.33827	3.094617	0.006556737
3065	1	52.27772	48.96096	3.316752	0.005250685
3066	0	53.46375	50.2353	3.228449	0.005735424
3067	1	52.88088	49.83809	3.042785	0.006905548
3068	0	52.46113	49.44664	3.01449	0.007103731
3069	1	49.22105	45.79201	3.429044	0.004692976
3070	0	53.59571	50.38757	3.208145	0.005853068
3071	1	52.9004	49.85615	3.044253	0.006895423
3072	0	52.78449	49.49704	3.287455	0.005406788
3073	1	53.71007	50.54627	3.163799	0.006118467
3074	0	53.59425	50.47483	3.119421	0.006396108
3075	1	53.56223	50.44868	3.113555	0.006433739
3076	0	52.30451	48.98915	3.315355	0.005258024
3077	1	53.24172	49.9893	3.252415	0.005599601
3078	0	53.50516	50.40068	3.104476	0.006492416
3079	1	52.46748	49.16094	3.306539	0.005304584
3080	0	53.37657	50.28879	3.087785	0.006601691
3081	1	51.66066	48.6896	2.971056	0.007419079
3082	0	53.69528	50.51516	3.180119	0.006019422
3083	1	53.69986	50.54886	3.151001	0.006197276
3084	0	51.12476	48.17836	2.946398	0.007604288
3085	1	53.51909	50.41252	3.106563	0.006478876
3086	0	53.62076	50.41769	3.203075	0.005882818
3087	1	52.94155	49.66483	3.276722	0.005465135
3088	0	53.69723	50.51819	3.179039	0.006025926
3089	1	52.70035	49.67042	3.029932	0.006994878
3090	0	52.81024	49.52448	3.285764	0.005415939
3091	1	53.55211	50.33634	3.215772	0.005808595
3092	0	53.6815	50.49522	3.186276	0.005982478
3093	1	53.28717	50.03908	3.248089	0.005623878
3094	0	49.81949	46.9247	2.894787	0.008007057
3095	1	53.02158	49.75076	3.270812	0.005497527
3096	0	53.69526	50.54697	3.148289	0.006214102
3097	1	53.65688	50.52294	3.133942	0.006303898
3098	0	53.70765	50.53695	3.1707	0.006076388
3099	1	53.67832	50.49086	3.187463	0.00597538
3100	0	53.70093	50.52419	3.176736	0.006039824
3101	1	53.42189	50.32866	3.093233	0.00656582
3102	0	53.66342	50.47106	3.192362	0.005946177
3103	1	53.25095	50.17662	3.074333	0.006691094
3104	0	53.16572	50.09951	3.066212	0.006745655
3105	1	52.98626	49.93534	3.050917	0.006849626
3106	0	52.86872	49.82684	3.04188	0.006911805
3107	1	52.64412	49.34785	3.29627	0.005359341
3108	0	52.72577	49.6941	3.031672	0.006982722
3109	1	53.6906	50.54466	3.145948	0.00622867
3110	0	53.70898	50.54907	3.159911	0.006142304
3111	1	50.26051	46.86287	3.397641	0.004842687
3112	0	53.62709	50.4254	3.201684	0.005891007
3113	1	53.01828	49.96478	3.053499	0.006831961
3114	0	53.32272	50.07818	3.244537	0.00564389
3115	1	53.66178	50.5264	3.13538	0.006294845
3116	0	53.50477	50.40035	3.10442	0.006492781
3117	1	53.71007	50.54533	3.16474	0.006112713
3118	0	53.55808	50.44524	3.11284	0.006438336
3119	1	53.67335	50.48415	3.189205	0.005964977
3120	0	53.39581	50.30576	3.09005	0.006586754
3121	1	53.63188	50.43129	3.200592	0.005897441
3122	0	53.29454	50.21577	3.078771	0.006661468
3123	1	51.90152	48.9184	2.983116	0.007330137
3124	0	53.3989	50.30848	3.09042	0.006584315
3125	1	52.91649	49.63798	3.278507	0.00545539
3126	0	53.71006	50.54523	3.164839	0.00611211
3127	1	53.69148	50.50945	3.182032	0.006007918
3128	0	53.40946	50.31776	3.0917	0.006575897
3129	1	53.44554	50.3493	3.096243	0.006546085
3130	0	53.55889	50.44591	3.11298	0.006437439
3131	1	53.21429	49.95937	3.254921	0.005585586
3132	0	52.62425	49.32678	3.297467	0.005352925
3133	1	53.46474	50.36596	3.098785	0.006529466
3134	0	51.11269	48.16682	2.945872	0.00760829
3135	1	53.04235	49.77312	3.269221	0.005506282
3136	0	51.89319	48.9105	2.982687	0.007333284
3137	1	53.02365	49.75299	3.270655	0.005498393
3138	0	52.8441	49.5606	3.283502	0.005428203
3139	1	52.94344	49.66685	3.276586	0.005465875
3140	0	53.39516	50.15842	3.236737	0.005688086
3141	1	53.68618	50.50178	3.184399	0.005993714
3142	0	53.70808	50.53799	3.170097	0.006080056
3143	1	53.47899	50.25254	3.226452	0.005746891
3144	0	53.69071	50.50831	3.182397	0.006005726
3145	1	53.64787	50.51641	3.131463	0.006319545
3146	0	53.41974	50.18586	3.233884	0.005704337
3147	1	53.66135	50.46837	3.192976	0.005942525
3148	0	49.84285	46.94721	2.895634	0.008000283
3149	1	52.18738	49.18892	2.998459	0.007218529
3150	0	53.63166	50.43102	3.200644	0.005897137
3151	1	53.03097	49.97643	3.054538	0.006824865
3152	0	52.55902	49.5384	3.020622	0.007060305
3153	1	53.66733	50.47617	3.191165	0.005953301
3154	0	53.43298	50.20068	3.232296	0.0057134
3155	1	52.40236	49.09223	3.310131	0.005285567
3156	0	53.69772	50.54804	3.149681	0.006205461
3157	1	53.46312	50.23458	3.228531	0.005734956
3158	0	53.60135	50.48052	3.120827	0.006387122
3159	1	53.15655	49.89657	3.259974	0.005557434
3160	0	53.00685	49.95428	3.052571	0.006838304
3161	1	52.69115	49.39776	3.293388	0.005374806
3162	0	53.56938	50.45457	3.114805	0.006425701
3163	1	53.47948	50.25309	3.226387	0.005747261
3164	0	53.24929	49.99758	3.25171	0.005603551
3165	1	53.56326	50.44953	3.113732	0.006432598
3166	0	53.70881	50.5399	3.168912	0.006087264
3167	1	53.70085	50.54919	3.151665	0.006193159
3168	0	53.015	49.96177	3.053231	0.006833788
3169	1	53.70727	50.54996	3.157311	0.006158295
3170	0	53.56738	50.45293	3.114452	0.006427971
3171	1	52.41855	49.1093	3.309247	0.00529024
3172	0	53.71008	50.54567	3.164415	0.006114699
3173	1	53.70891	50.54018	3.168733	0.006088355
3174	0	53.36909	50.12945	3.23964	0.005671597
3175	1	53.43822	50.20657	3.231657	0.005717056
3176	0	53.68752	50.54297	3.144547	0.006237401
3177	1	53.31506	50.23412	3.080937	0.006647055
3178	0	53.27569	50.02649	3.249203	0.005617616
3179	1	53.70473	50.53092	3.173805	0.006057549
3180	0	53.50584	50.28307	3.222764	0.005768124
3181	1	53.58685	50.46885	3.118001	0.006405195
3182	0	53.68899	50.54379	3.145202	0.006233317
3183	1	53.22259	50.15104	3.071556	0.006709704
3184	0	53.33496	50.25187	3.083092	0.006632746
3185	1	53.70247	50.54965	3.152824	0.006185985
3186	0	53.62974	50.42866	3.201084	0.005894539
3187	1	52.75511	49.72141	3.033706	0.006968533
3188	0	53.09443	49.82931	3.265114	0.00552894
3189	1	53.7095	50.54842	3.161081	0.006135121
3190	0	52.79289	49.50599	3.286906	0.005409758
3191	1	53.13857	50.07482	3.063756	0.006762242
3192	0	53.68024	50.53866	3.141579	0.006255939
3193	1	53.02617	49.75571	3.270462	0.00549945
3194	0	53.26907	50.19292	3.076151	0.006678939
3195	1	53.53818	50.42863	3.10955	0.006459554
3196	0	53.61793	50.41425	3.203682	0.005879248
3197	1	53.36279	50.27659	3.0862	0.006612159
3198	0	53.54563	50.43487	3.110759	0.006451752
3199	1	53.70137	50.52493	3.176434	0.006041648
3200	0	53.64592	50.51497	3.130951	0.006322782
3201	1	52.82703	49.7882	3.038822	0.006932971
3202	0	53.54176	50.32434	3.217418	0.00579904
3203	1	53.25568	50.18088	3.074805	0.006687941
3204	0	53.48853	50.26336	3.225168	0.005754271
3205	1	53.25568	50.18088	3.074805	0.006687941
3206	0	52.00648	49.01787	2.988607	0.007289999
3207	1	53.54545	50.32862	3.216836	0.005802416
3208	0	53.29502	50.2162	3.07882	0.006661141
3209	1	53.48563	50.26006	3.225562	0.005752006
3210	0	53.56732	50.45288	3.114442	0.006428032
3211	1	52.08062	48.75398	3.326632	0.005199065
3212	0	53.55478	50.33944	3.215338	0.005811116
3213	1	53.33323	50.25033	3.082902	0.006634002
3214	0	53.67812	50.53734	3.140786	0.006260901
3215	1	53.40759	50.17228	3.235309	0.005696213
3216	0	53.59808	50.39038	3.207692	0.005855717
3217	1	52.6709	49.64296	3.027943	0.007008804
3218	0	53.50852	50.28614	3.222382	0.005770328
3219	1	53.69846	50.54834	3.15012	0.006202737
3220	0	52.90494	49.86035	3.044597	0.006893053
3221	1	53.56727	50.35401	3.213257	0.005823219
3222	0	53.70979	50.54331	3.166486	0.006102051
3223	1	53.21959	50.14832	3.071266	0.006711647
3224	0	53.64648	50.51538	3.131096	0.00632187
3225	1	52.40774	49.3965	3.011242	0.007126843
3226	0	53.41941	50.32649	3.092924	0.006567847
3227	1	53.69426	50.5465	3.147761	0.006217389
3228	0	53.66004	50.52518	3.134861	0.00629811
3229	1	53.46683	50.36776	3.099068	0.006527622
3230	0	52.50592	49.20154	3.304373	0.005316085
3231	1	53.0978	49.83295	3.264843	0.005530442
3232	0	53.46148	50.36313	3.098347	0.006532332
3233	1	53.63429	50.50625	3.12804	0.006341219
3234	0	53.44789	50.35134	3.096549	0.006544082
3235	1	53.67227	50.48271	3.189568	0.005962817
3236	0	53.67253	50.48304	3.189483	0.005963319
3237	1	53.70772	50.53711	3.170604	0.006076971
3238	0	53.70321	50.52813	3.175076	0.006049854
3239	1	53.66328	50.52745	3.135832	0.006291997
3240	0	53.70671	50.55006	3.156652	0.006162351
3241	1	53.61315	50.40846	3.204684	0.005873356
3242	0	53.54667	50.33002	3.216644	0.005803533
3243	1	52.83176	49.7926	3.039166	0.006930588
3244	0	53.70292	50.54976	3.153167	0.006183867
3245	1	52.8141	49.5286	3.285509	0.005417324
3246	0	52.675	49.64678	3.028219	0.007006874
3247	1	53.62858	50.50189	3.126693	0.006349763
3248	0	53.66777	50.53054	3.137237	0.006283162
3249	1	53.48213	50.38096	3.101172	0.0065139
3250	0	53.62674	50.42498	3.20176	0.005890554
3251	1	53.24165	50.16824	3.073414	0.00669725
3252	0	53.66435	50.52819	3.13616	0.006289935
3253	1	53.65427	50.45929	3.194982	0.005930619
3254	0	52.33574	49.32878	3.00696	0.007157427
3255	1	53.66701	50.47574	3.191266	0.005952699
3256	0	53.4138	50.17922	3.234584	0.005700343
3257	1	52.11556	49.12107	2.994485	0.007247275
3258	0	53.69857	50.54838	3.150189	0.006202307
3259	1	52.57168	49.55025	3.021433	0.007054583
3260	0	53.65799	50.52373	3.134263	0.00630188
3261	1	52.52698	49.5084	3.018589	0.007074675
3262	0	53.38556	50.14774	3.23782	0.00568193
3263	1	52.98634	49.93542	3.050923	0.006849581
3264	0	53.05364	49.99723	3.056418	0.006812045
3265	1	53.69463	50.51417	3.18046	0.00601737
3266	0	53.70923	50.54118	3.16806	0.006092454
3267	1	53.70468	50.55005	3.154625	0.006174854
3268	0	53.39447	50.30458	3.08989	0.006587807
3269	1	53.65644	50.46206	3.194381	0.005934183
3270	0	53.70947	50.54845	3.16102	0.006135496
3271	1	53.46015	50.23124	3.228911	0.005732776
3272	0	53.45438	50.35698	3.097401	0.006538509
3273	1	53.70909	50.54073	3.168364	0.006090597
3274	0	53.5937	50.47439	3.119314	0.006396789
3275	1	53.19898	49.94269	3.256289	0.005577951
3276	0	53.43884	50.20726	3.231581	0.005717487
3277	1	53.2926	50.21403	3.078568	0.006662818
3278	0	53.31637	50.07119	3.245183	0.005640246
3279	1	51.93731	48.95234	2.984971	0.007316552
3280	0	53.29203	50.04442	3.247613	0.005626558
3281	1	52.90838	49.86352	3.044857	0.006891257
3282	0	53.52508	50.4176	3.107484	0.006472912
3283	1	53.70955	50.5423	3.167259	0.006097332
3284	0	53.12088	49.85792	3.26296	0.005540865
3285	1	53.69521	50.54695	3.148267	0.006214244
3286	0	53.3228	50.24103	3.081768	0.006641529
3287	1	53.68692	50.54263	3.144288	0.006239019
3288	0	53.19007	49.93299	3.257076	0.005573564
3289	1	53.55747	50.34258	3.214897	0.00581368
3290	0	53.61038	50.40512	3.205255	0.005870008
3291	1	53.67288	50.53395	3.138927	0.006272552
3292	0	53.09461	50.03471	3.059896	0.006788393
3293	1	53.68331	50.54053	3.142781	0.006248423
3294	0	53.6742	50.53482	3.139384	0.006269687
3295	1	53.58108	50.37023	3.210847	0.005837274
3296	0	53.65238	50.45689	3.195495	0.005927579
3297	1	53.20079	50.13132	3.069473	0.006723691
3298	0	51.24824	47.88563	3.362613	0.005015324
3299	1	53.61098	50.48818	3.122809	0.006374471
3300	0	52.92244	49.87651	3.045929	0.006883872
3301	1	53.44948	50.35272	3.096757	0.006542722
3302	0	52.74606	49.71298	3.033075	0.006972932
3303	1	50.40765	47.49079	2.916863	0.007832233
3304	0	53.69208	50.54542	3.146656	0.006224262
3305	1	53.63505	50.4352	3.199853	0.005901798
3306	0	53.70901	50.54905	3.159962	0.00614199
3307	1	53.07669	50.01833	3.058362	0.006798816
3308	0	52.92262	49.87667	3.045943	0.006883777
3309	1	53.71003	50.54478	3.165242	0.006109645
3310	0	53.63967	50.44092	3.198747	0.005908335
3311	1	53.4456	50.21486	3.230746	0.005722267
3312	0	52.77535	49.4873	3.288049	0.005403577
3313	1	51.95488	48.62227	3.332608	0.005168087
3314	0	53.16852	50.10206	3.066468	0.006743925
3315	1	52.20294	48.88236	3.32058	0.005230626
3316	0	53.45777	50.35992	3.097851	0.006535571
3317	1	51.84376	48.8636	2.980159	0.007351849
3318	0	53.68225	50.53989	3.142359	0.006251066
3319	1	53.17118	50.10446	3.066712	0.006742281
3320	0	53.54853	50.43729	3.111237	0.006448668
3321	1	53.38024	50.29203	3.088211	0.006598878
3322	0	53.66891	50.53131	3.137605	0.006280852
3323	1	53.29473	50.21594	3.07879	0.006661341
3324	0	53.66989	50.53196	3.137923	0.006278852
3325	1	53.67242	50.4829	3.189518	0.005963112
3326	0	53.08848	50.02911	3.059369	0.006791974
3327	1	52.25334	49.25115	3.002188	0.007191666
3328	0	53.58906	50.37967	3.209393	0.005845765
3329	1	52.72564	49.69397	3.031662	0.006982789
3330	0	53.23724	49.98441	3.252829	0.005597284
3331	1	52.17925	49.18125	2.998005	0.007221808
3332	0	53.23898	50.16583	3.073151	0.006699009
3333	1	53.58839	50.37887	3.209518	0.005845033
3334	0	50.87462	47.93891	2.935711	0.007685994
3335	1	53.64226	50.44416	3.198109	0.005912105
3336	0	51.42918	48.07375	3.355421	0.005051524
3337	1	53.55396	50.44182	3.112143	0.006442826
3338	0	53.25749	50.18251	3.074986	0.00668673
3339	1	53.67373	50.48466	3.189077	0.005965744
3340	0	52.74484	49.45483	3.290012	0.005392985
3341	1	53.2042	50.13441	3.069796	0.006721522
3342	0	52.92874	49.88232	3.046413	0.006880545
3343	1	49.64372	46.75523	2.888491	0.008057628
3344	0	53.4644	50.23603	3.228365	0.005735905
3345	1	53.1134	49.84983	3.263574	0.005537466
3346	0	53.11611	50.05434	3.061767	0.006775706
3347	1	53.04033	49.77095	3.269377	0.005505424
3348	0	53.6892	50.50612	3.183085	0.006001597
3349	1	53.69839	50.52004	3.178355	0.006030051
3350	0	53.65385	50.45875	3.195098	0.005929929
3351	1	53.46493	50.23663	3.228296	0.005736298
3352	0	52.74806	49.45826	3.289806	0.005394093
3353	1	53.28659	50.20864	3.077944	0.006666976
3354	0	53.7099	50.54742	3.162487	0.0061265
3355	1	53.26991	50.02015	3.249759	0.005614496
3356	0	52.34716	49.03405	3.313102	0.005269883
3357	1	52.87385	49.59238	3.281476	0.005439213
3358	0	53.53933	50.4296	3.109735	0.006458359
3359	1	53.68378	50.4984	3.185382	0.005987828
3360	0	53.59862	50.47834	3.120281	0.006390607
3361	1	53.6814	50.49509	3.186313	0.005982257
3362	0	52.35389	49.04115	3.312743	0.005271775
3363	1	53.25256	50.17806	3.074493	0.006690026
3364	0	53.65746	50.52335	3.134108	0.006302855
3365	1	53.38279	50.29428	3.08851	0.006596905
3366	0	53.05584	49.99924	3.056602	0.006810791
3367	1	53.46716	50.36805	3.099112	0.006527334
3368	0	51.76223	48.78618	2.976056	0.007382072
3369	1	53.6856	50.54188	3.143725	0.006242532
3370	0	53.65227	50.51962	3.132649	0.006312055
3371	1	53.29193	50.04431	3.247622	0.005626503
3372	0	51.3559	48.39919	2.956709	0.007526281
3373	1	50.14086	47.23422	2.906644	0.00791268
3374	0	53.61525	50.49153	3.123718	0.006368683
3375	1	53.70737	50.53632	3.171051	0.006074259
3376	0	53.70884	50.53999	3.168855	0.006087611
3377	1	53.56234	50.34826	3.214089	0.00581838
3378	0	53.16457	49.90528	3.259289	0.005561245
3379	1	53.56286	50.34886	3.214003	0.00581888
3380	0	53.697	50.54774	3.14926	0.006208073
3381	1	53.42874	50.19593	3.232809	0.005710472
3382	0	53.67561	50.48718	3.188431	0.0059696
3383	1	52.63195	49.6066	3.025354	0.007026977
3384	0	53.19493	50.12601	3.068921	0.006727406
3385	1	53.35952	50.27369	3.085828	0.00661462
3386	0	53.26816	50.1921	3.076059	0.006679553
3387	1	53.39637	50.15978	3.236599	0.005688871
3388	0	53.66878	50.47807	3.190707	0.005956029
3389	1	52.98763	49.71427	3.273361	0.005483535
3390	0	53.70767	50.54985	3.157823	0.006155139
3391	1	53.597	50.47704	3.119961	0.006392655
3392	0	53.07934	49.81301	3.266322	0.005522266
3393	1	53.1987	49.94239	3.256314	0.005577811
3394	0	53.50964	50.28742	3.222222	0.005771249
3395	1	53.48286	50.25692	3.225935	0.00574986
3396	0	53.70994	50.54724	3.162705	0.006125163
3397	1	53.70689	50.53527	3.171628	0.006070754
3398	0	53.27383	50.02445	3.249382	0.00561661
3399	1	53.65695	50.46271	3.19424	0.005935022
3400	0	53.01306	49.7416	3.271458	0.00549398
3401	1	51.71945	48.37624	3.343217	0.005113547
3402	0	53.66529	50.4735	3.191795	0.005949549
3403	1	53.17602	49.91772	3.258302	0.005566734
3404	0	52.22831	49.22754	3.000764	0.007201915
3405	1	53.69759	50.51876	3.178829	0.006027195
3406	0	52.71626	49.42444	3.291821	0.005383238
3407	1	53.40347	50.16769	3.235785	0.005693501
3408	0	51.01125	48.06975	2.941492	0.007641692
3409	1	53.66962	50.47919	3.190436	0.00595764
3410	0	53.54288	50.32564	3.217242	0.005800062
3411	1	52.96345	49.68831	3.275138	0.005473798
3412	0	53.25312	50.17857	3.074549	0.006689652
3413	1	53.24708	49.99517	3.251916	0.005602397
3414	0	53.3665	50.12658	3.239922	0.005669994
3415	1	53.27675	50.02764	3.249102	0.005618186
3416	0	53.50177	50.39779	3.103979	0.006495642
3417	1	53.70994	50.54725	3.16269	0.006125259
3418	0	53.39155	50.15441	3.237146	0.00568576
3419	1	53.16755	49.90852	3.259033	0.005562669
3420	0	53.52354	50.41629	3.107246	0.006474458
3421	1	53.69575	50.54719	3.14856	0.006212417
3422	0	53.27175	50.02217	3.249582	0.005615488
3423	1	53.59286	50.38418	3.208684	0.005849909
3424	0	53.70097	50.54923	3.151745	0.006192663
3425	1	49.74967	46.33603	3.413633	0.00476586
3426	0	52.76748	49.73291	3.034572	0.006962498
3427	1	53.71008	50.54544	3.164634	0.00611336
3428	0	53.12106	49.85811	3.262945	0.005540947
3429	1	53.48221	50.38103	3.101184	0.006513822
3430	0	53.6827	50.49689	3.185809	0.005985271
3431	1	53.6275	50.4259	3.201592	0.005891548
3432	0	52.89871	49.85458	3.044125	0.006896306
3433	1	53.70879	50.54925	3.159541	0.006144574
3434	0	53.47602	50.3757	3.100324	0.006519426
3435	1	53.69977	50.54882	3.150941	0.006197644
3436	0	53.58006	50.46332	3.116733	0.006413321
3437	1	53.58809	50.46986	3.118237	0.006403685
3438	0	53.55506	50.44274	3.112329	0.006441627
3439	1	53.70754	50.53669	3.170845	0.006075505
3440	0	53.65478	50.52143	3.133346	0.006307657
3441	1	53.70008	50.54893	3.151143	0.006196392
3442	0	53.4646	50.36583	3.098766	0.006529591
3443	1	53.55225	50.3365	3.215749	0.005808729
3444	0	53.61188	50.40694	3.204945	0.005871824
3445	1	53.62227	50.41953	3.202747	0.005884748
3446	0	53.69696	50.54773	3.149239	0.006208203
3447	1	53.69082	50.50847	3.182344	0.006006043
3448	0	53.43132	50.3369	3.094418	0.006558046
3449	1	51.26178	48.30932	2.952456	0.00755836
3450	0	53.69076	50.54474	3.146024	0.006228197
3451	1	51.63442	48.28754	3.346884	0.005094829
3452	0	53.65337	50.45814	3.195227	0.005929165
3453	1	53.69858	50.54838	3.150197	0.006202261
3454	0	53.3432	50.2592	3.084	0.006626725
3455	1	52.87018	49.82819	3.041988	0.006911055
3456	0	53.62665	50.42487	3.201781	0.005890435
3457	1	53.68625	50.50188	3.18437	0.00599389
3458	0	53.68856	50.54355	3.145007	0.006234531
3459	1	52.10655	49.11256	2.993992	0.007250846
3460	0	53.54346	50.3263	3.217151	0.005800587
3461	1	53.59838	50.47815	3.120234	0.006390906
3462	0	53.17227	49.91364	3.258626	0.005564928
3463	1	52.84991	49.80942	3.040492	0.006921406
3464	0	53.62766	50.50118	3.126479	0.00635112
3465	1	53.69363	50.51265	3.180977	0.006014262
3466	0	53.5208	50.3002	3.220601	0.005780613
3467	1	53.66742	50.53029	3.137123	0.006283877
3468	0	53.59653	50.38854	3.207989	0.005853976
3469	1	52.71358	49.4216	3.291989	0.005382332
3470	0	52.55965	49.25837	3.301283	0.005332538
3471	1	53.70871	50.53962	3.169095	0.00608615
3472	0	53.66059	50.52557	3.135024	0.006297081
3473	1	53.7044	50.55002	3.154382	0.006176354
3474	0	52.80724	49.76985	3.037395	0.00694287
3475	1	53.66616	50.52944	3.136726	0.006286376
3476	0	53.70648	50.55009	3.156394	0.006163942
3477	1	50.63371	47.70789	2.925822	0.007762373
3478	0	53.70648	50.55009	3.156394	0.006163942
3479	1	52.18368	48.86213	3.321549	0.005225556
3480	0	53.19166	49.93473	3.256936	0.005574345
3481	1	53.69625	50.54742	3.148837	0.006210698
3482	0	53.60455	50.48308	3.121476	0.006382975
3483	1	53.55429	50.33887	3.215418	0.005810649
3484	0	53.00723	49.95462	3.052601	0.006838098
3485	1	53.4852	50.25958	3.225619	0.005751675
3486	0	53.63309	50.43278	3.200313	0.005899088
3487	1	53.21298	49.95794	3.255039	0.005584926
3488	0	52.32327	49.31704	3.006229	0.007162661
3489	1	53.17675	49.91851	3.258239	0.005567085
3490	0	53.27012	50.02038	3.249739	0.00561461
3491	1	52.88864	49.60818	3.280455	0.005444768
3492	0	53.05342	49.99702	3.056399	0.006812173
3493	1	53.10517	49.84093	3.264245	0.005533749
3494	0	53.69151	50.54513	3.146381	0.006225972
3495	1	53.6851	50.50025	3.184848	0.005991024
