Iteration	Posterior	Likelihood	Prior	sigma2
11640	53.36031	50.27439	3.085918	0.006614027
11650	52.67367	49.3792	3.294467	0.00536901
11660	52.99478	49.72196	3.272828	0.005486454
11670	53.69934	50.54867	3.150672	0.006199311
11680	53.44023	50.20882	3.23141	0.005718467
11690	53.32005	50.23857	3.081472	0.006643499
11700	50.66201	47.73505	2.926965	0.007753509
11710	52.87787	49.83531	3.042561	0.006907099
11720	52.81511	49.77715	3.037961	0.006938943
11730	53.69693	50.54771	3.149217	0.006208338
11740	53.29446	50.21569	3.078761	0.00666153
11750	53.70129	50.54932	3.151968	0.006191286
11760	53.69942	50.5487	3.150717	0.006199035
11770	53.69187	50.51003	3.181845	0.006009043
11780	51.58782	48.62028	2.967541	0.007445199
11790	53.04656	49.77767	3.268895	0.005508078
11800	53.05641	49.99976	3.05665	0.006810466
11810	52.14328	49.14727	2.996009	0.00723624
11820	53.45936	50.3613	3.098063	0.006534182
11830	53.68466	50.49963	3.185027	0.005989952
11840	53.44999	50.35316	3.096823	0.006542289
11850	52.91165	49.6328	3.278848	0.00545353
11860	53.70612	50.55011	3.156011	0.006166306
11870	53.492	50.26731	3.224693	0.005757004
11880	53.15217	50.08719	3.064979	0.006753977
11890	53.31474	50.06939	3.245348	0.005639312
11900	51.88355	48.54765	3.335898	0.005151113
11910	53.33226	50.24946	3.082796	0.006634707
11920	53.40376	50.31276	3.091007	0.006580454
11930	52.24628	48.9279	3.318374	0.005242176
11940	50.44914	47.05772	3.391415	0.004872932
11950	52.06885	49.0769	2.991945	0.007265703
11960	53.62024	50.41705	3.203188	0.005882154
11970	51.40704	48.44799	2.959054	0.00750866
11980	53.6942	50.51352	3.180684	0.006016023
11990	51.39379	48.43535	2.958444	0.007513239
12000	53.53625	50.42701	3.109241	0.006461555
12010	53.34695	50.10493	3.242018	0.005658124
12020	53.43502	50.20297	3.232048	0.005714816
12030	53.39719	50.30698	3.090216	0.006585661
12040	52.94278	49.89529	3.047497	0.006873085
12050	53.00947	49.95669	3.052783	0.006836856
12060	53.15043	49.88994	3.260493	0.005554552
12070	53.44609	50.34977	3.096314	0.006545623
12080	53.51895	50.29808	3.220873	0.005779041
12090	53.12021	50.05808	3.062127	0.006773267
12100	53.17872	50.11132	3.067409	0.006737587
12110	53.71007	50.54629	3.163783	0.006118567
12120	51.59677	48.24828	3.348483	0.00508669
12130	53.05354	49.99713	3.056409	0.006812105
12140	53.68449	50.4994	3.185094	0.00598955
12150	53.67387	50.48484	3.18903	0.00596602
12160	53.28217	50.20468	3.077489	0.00667001
12170	51.35708	48.40031	2.956763	0.007525878
12180	53.62505	50.49916	3.125881	0.006354919
12190	53.05668	50.00001	3.056673	0.006810313
12200	53.60718	50.48516	3.122015	0.006379538
12210	53.70897	50.54909	3.159885	0.006142463
12220	53.50806	50.40316	3.104906	0.006489625
12230	53.30707	50.06095	3.24612	0.005634961
12240	53.70386	50.5293	3.174552	0.006053027
12250	53.32177	50.07713	3.244634	0.005643344
12260	53.2567	50.00569	3.251014	0.005607452
12270	53.59324	50.38463	3.208613	0.005850329
12280	53.70016	50.54896	3.151197	0.006196058
12290	53.29586	50.21695	3.078908	0.006660556
12300	51.40834	48.44923	2.959114	0.007508209
12310	53.25667	50.18177	3.074903	0.00668728
12320	52.71604	49.68503	3.031003	0.006987393
12330	53.61941	50.49479	3.124622	0.006362927
12340	53.22141	49.96714	3.254277	0.005589184
12350	53.53408	50.42519	3.108896	0.006463783
12360	52.69171	49.66237	3.029346	0.006998979
12370	52.8277	49.54309	3.284604	0.005422228
12380	53.32881	50.24639	3.08242	0.0066372
12390	53.67718	50.48931	3.187875	0.005972919
12400	53.1233	50.0609	3.0624	0.006771418
12410	53.69315	50.54596	3.147192	0.006220926
12420	52.54505	49.24292	3.302131	0.005328022
12430	52.44197	49.42865	3.013317	0.007112073
12440	53.26478	50.01453	3.250248	0.005611748
12450	53.3743	50.28678	3.087521	0.006603435
12460	53.69961	50.54877	3.150841	0.006198268
12470	52.40492	49.39385	3.011072	0.007128056
12480	53.69784	50.54809	3.14975	0.006205032
12490	52.16274	49.16565	2.997086	0.00722845
12500	53.32593	50.24382	3.082107	0.006639278
12510	53.52704	50.41925	3.107789	0.00647094
12520	53.65419	50.45918	3.195005	0.005930482
12530	53.54853	50.33219	3.216346	0.005805259
12540	53.36771	50.28095	3.086762	0.006608444
12550	53.64264	50.44463	3.198015	0.005912658
12560	53.61886	50.49436	3.124502	0.006363692
12570	51.56522	48.59876	2.966462	0.007453238
12580	53.22279	50.15121	3.071574	0.00670958
12590	53.38324	50.14516	3.238079	0.005680455
12600	53.16056	50.09482	3.065741	0.006748835
12610	53.70778	50.54981	3.157973	0.006154219
12620	52.16512	49.1679	2.997218	0.007227494
12630	51.47328	48.11966	3.353622	0.005060619
12640	53.70088	50.5492	3.151684	0.006193045
12650	53.33902	50.09617	3.242851	0.005653411
12660	53.68465	50.54132	3.143329	0.006245004
12670	53.36923	50.2823	3.086937	0.006607289
12680	53.71	50.54457	3.165433	0.006108477
12690	53.54137	50.32389	3.217479	0.005798688
12700	53.21706	49.96238	3.254672	0.005586979
12710	53.66931	50.53158	3.137735	0.006280036
12720	52.98844	49.93735	3.051091	0.00684843
12730	53.7013	50.54933	3.151972	0.006191259
12740	52.62887	49.60372	3.025151	0.007028405
12750	53.69101	50.50875	3.182257	0.006006568
12760	51.95496	48.62236	3.332604	0.005168109
12770	53.56934	50.35644	3.212904	0.005825279
12780	53.70971	50.548	3.16171	0.006131262
12790	53.13154	50.06841	3.06313	0.006766479
12800	53.41373	50.17914	3.234593	0.005700295
12810	52.96482	49.9156	3.049219	0.006861266
12820	53.68859	50.54357	3.145022	0.006234441
12830	53.2931	50.04559	3.247508	0.005627149
12840	53.00916	49.7374	3.271752	0.005492364
12850	51.41673	48.06081	3.355925	0.005048978
12860	53.29796	50.05094	3.247027	0.005629852
12870	53.35058	50.10895	3.241633	0.005660303
12880	53.70499	50.53141	3.173573	0.006058956
12890	53.6632	50.52739	3.135807	0.006292156
12900	53.29713	50.21809	3.079041	0.00665967
12910	53.53378	50.31512	3.218652	0.005791887
12920	53.40398	50.31295	3.091033	0.006580283
12930	53.70742	50.54992	3.157495	0.006157161
12940	53.37744	50.13871	3.238724	0.005676796
12950	53.70132	50.54933	3.151988	0.006191159
12960	52.8746	49.59317	3.281425	0.005439491
12970	53.33514	50.09189	3.243256	0.005651125
12980	53.42488	50.33128	3.093607	0.006563366
12990	53.56883	50.45412	3.114707	0.006426329
13000	53.70993	50.54729	3.162641	0.006125556
13010	53.18386	49.92624	3.257619	0.005570536
13020	53.29045	50.2121	3.078344	0.00666431
13030	53.65665	50.52277	3.133877	0.006304313
13040	53.6674	50.53028	3.137118	0.006283912
13050	53.6072	50.48518	3.12202	0.006379502
13060	53.50141	50.27803	3.223388	0.005764524
13070	53.65181	50.51929	3.132524	0.006312848
13080	53.2674	50.0174	3.249999	0.005613146
13090	53.37092	50.13148	3.23944	0.00567273
13100	51.1782	48.22946	2.948743	0.00758648
13110	53.40216	50.16622	3.235936	0.005692641
13120	53.65562	50.46101	3.194611	0.005932821
13130	53.7083	50.54958	3.15872	0.006149624
13140	53.39866	50.30827	3.090392	0.006584503
13150	53.69871	50.52055	3.178163	0.006031212
13160	53.3792	50.29111	3.088091	0.006599672
13170	53.25115	49.99961	3.251536	0.005604526
13180	52.63034	49.60509	3.025248	0.007027724
13190	53.70428	50.55001	3.154275	0.006177018
13200	53.35884	50.11809	3.240751	0.005665298
13210	52.7682	49.73358	3.034623	0.006962146
13220	53.68835	50.54343	3.144914	0.006235111
13230	53.70965	50.54812	3.161525	0.006132393
13240	53.41476	50.32241	3.092349	0.006571625
13250	53.65666	50.52278	3.133878	0.006304304
13260	53.63677	50.50813	3.12864	0.006337414
13270	53.48763	50.26234	3.22529	0.005753569
13280	52.74732	49.45747	3.289854	0.005393837
13290	53.43727	50.20549	3.231774	0.005716387
13300	53.61691	50.41301	3.203898	0.005877976
13310	51.6101	48.26218	3.347919	0.005089562
13320	52.14764	49.15139	2.99625	0.007234498
13330	52.58978	49.56718	3.0226	0.007046354
13340	52.94597	49.89822	3.047745	0.006871386
13350	53.52915	50.3098	3.219354	0.005787823
13360	53.27067	50.02098	3.249686	0.005614904
13370	53.40324	50.16743	3.235812	0.005693349
13380	53.39649	50.30636	3.090132	0.006586215
13390	53.66718	50.53013	3.137046	0.006284361
13400	53.45249	50.35534	3.097153	0.006540133
13410	52.29074	48.97467	3.316075	0.005254243
13420	53.70838	50.54953	3.158848	0.006148837
13430	53.66372	50.52775	3.135967	0.006291145
13440	48.73284	45.29042	3.442422	0.004630612
13450	52.69539	49.66579	3.029595	0.006997236
13460	53.70905	50.54059	3.168456	0.006090038
13470	53.48541	50.25982	3.225591	0.005751841
13480	53.40422	50.31316	3.091063	0.006580087
13490	53.66822	50.47734	3.190884	0.005954973
13500	53.46001	50.23108	3.228929	0.005732673
13510	53.36556	50.12553	3.240025	0.005669412
13520	53.70935	50.54154	3.167803	0.00609402
13530	50.53048	47.60879	2.921695	0.007794479
13540	53.50433	50.39998	3.104354	0.006493205
13550	53.51419	50.40837	3.105821	0.006483686
13560	53.46631	50.23819	3.228118	0.00573732
13570	53.60987	50.48729	3.122574	0.00637597
13580	51.94634	48.9609	2.985442	0.007313107
13590	52.96703	49.69215	3.274877	0.005475228
13600	53.70355	50.54989	3.153666	0.006180778
13610	53.56935	50.35644	3.212903	0.005825283
13620	53.55261	50.44069	3.111917	0.006444287
13630	53.3681	50.12835	3.239749	0.00567098
13640	53.71004	50.54664	3.163401	0.006120904
13650	52.19204	49.19332	2.99872	0.007216648
13660	53.64002	50.44136	3.198661	0.00590884
13670	53.70882	50.54922	3.1596	0.00614421
13680	52.41212	49.40061	3.011506	0.007124963
13690	53.67011	50.53211	3.137998	0.006278383
13700	53.69296	50.54587	3.147096	0.006221521
13710	53.35485	50.11367	3.241179	0.005662876
13720	52.31143	48.99643	3.314992	0.005259934
13730	53.32595	50.24384	3.082109	0.006639266
13740	52.71902	49.42737	3.291647	0.00538417
13750	53.54624	50.43538	3.110859	0.006451104
13760	53.68464	50.54131	3.143323	0.00624504
13770	53.56834	50.35527	3.213075	0.005824281
13780	53.02696	49.75656	3.270402	0.005499781
13790	53.5558	50.34063	3.215171	0.005812084
13800	53.53712	50.31899	3.218138	0.005794866
13810	49.93167	46.5236	3.40807	0.004792443
13820	53.24878	50.17466	3.074118	0.006692537
13830	53.6976	50.54799	3.149606	0.006205926
13840	53.50492	50.40048	3.104442	0.006492637
13850	53.26326	50.01286	3.250393	0.005610934
13860	53.46607	50.23792	3.228149	0.005737146
13870	53.68834	50.50487	3.183469	0.005999293
13880	53.46929	50.24156	3.227731	0.005739544
13890	53.46588	50.36694	3.098939	0.006528466
13900	52.97027	49.69563	3.27464	0.005476526
13910	53.65606	50.52235	3.13371	0.006305365
13920	51.81825	48.83938	2.978866	0.007361358
13930	53.26058	50.00993	3.250648	0.005609507
13940	53.5542	50.44202	3.112184	0.006442566
13950	53.50377	50.3995	3.104272	0.006493738
13960	53.70566	50.55012	3.155541	0.006169204
13970	53.67649	50.48836	3.188122	0.005971445
13980	53.15058	50.08574	3.064835	0.006754951
13990	51.25919	48.30685	2.95234	0.007559236
14000	53.14397	50.07973	3.06424	0.006758969
14010	53.6324	50.50481	3.127589	0.006344079
14020	53.27222	50.19575	3.076471	0.006676802
14030	53.63721	50.43787	3.19934	0.005904831
14040	53.51306	50.40741	3.105651	0.006484792
14050	53.66553	50.529	3.136527	0.006287625
14060	53.69847	50.54834	3.15013	0.006202675
14070	53.707	50.5355	3.171502	0.006071519
14080	53.58653	50.37667	3.20986	0.005843036
14090	53.71006	50.54518	3.164883	0.006111835
14100	52.67736	49.64898	3.028377	0.007005766
14110	53.6721	50.48248	3.189625	0.005962473
14120	53.68892	50.54375	3.14517	0.006233517
14130	53.53637	50.31812	3.218254	0.005794192
14140	53.56344	50.34954	3.213904	0.005819452
14150	53.63176	50.43114	3.200621	0.005897268
14160	53.69026	50.50765	3.182606	0.006004473
14170	53.67247	50.53368	3.138786	0.006273436
14180	53.68101	50.49454	3.186464	0.005981354
14190	53.69039	50.54454	3.145848	0.006229291
14200	53.68288	50.54027	3.142611	0.006249488
14210	51.13335	48.18658	2.946774	0.007601433
14220	52.8115	49.7738	3.037701	0.006940749
14230	52.67113	49.64317	3.027959	0.007008698
14240	53.68076	50.53898	3.141779	0.00625469
14250	52.62874	49.6036	3.025142	0.007028464
14260	53.63839	50.43933	3.199057	0.005906503
14270	53.7098	50.54774	3.162061	0.006129112
14280	53.63261	50.50497	3.127638	0.006343767
14290	53.67856	50.53761	3.140948	0.006259888
14300	53.11966	50.05759	3.062079	0.006773591
14310	50.80289	47.4237	3.379193	0.004932851
14320	53.70227	50.5496	3.152676	0.006186905
14330	53.3995	50.30901	3.090493	0.006583838
14340	53.71005	50.54652	3.163538	0.006120066
14350	52.59423	49.29497	3.299255	0.005343364
14360	53.6854	50.50068	3.184722	0.005991782
14370	52.48135	49.46561	3.015737	0.007094879
14380	53.39248	50.15544	3.237041	0.005686357
14390	52.88685	49.84362	3.043232	0.006902462
14400	53.70531	50.53205	3.173268	0.006060805
14410	53.68311	50.54041	3.142702	0.006248921
14420	53.53699	50.31883	3.218159	0.005794748
14430	53.58917	50.47073	3.118442	0.006402374
14440	52.84832	49.5651	3.283217	0.005429752
14450	52.90685	49.86211	3.044741	0.006892056
14460	53.43858	50.20697	3.231613	0.005717307
14470	51.4227	48.06702	3.355683	0.005050199
14480	53.31725	50.23608	3.081171	0.006645495
14490	53.59507	50.47549	3.119582	0.006395076
14500	52.42907	49.41653	3.012532	0.007117659
14510	53.41617	50.18186	3.234306	0.005701928
14520	53.44319	50.21215	3.231044	0.005720557
14530	53.6366	50.43711	3.199487	0.005903964
14540	53.65164	50.51916	3.132477	0.006313142
14550	53.70942	50.54179	3.167627	0.00609509
14560	53.58047	50.46366	3.11681	0.006412829
14570	53.49762	50.39424	3.103375	0.006499566
14580	53.70212	50.52622	3.175899	0.006044879
14590	53.34193	50.25807	3.083859	0.006627656
14600	53.69945	50.52175	3.177704	0.006033975
14610	53.39327	50.15632	3.236951	0.005686865
14620	52.14313	49.14713	2.996	0.007236302
14630	53.67491	50.53528	3.139629	0.006268151
14640	53.63195	50.43137	3.200578	0.005897523
14650	53.70575	50.55012	3.155632	0.006168639
14660	52.88655	49.84334	3.04321	0.006902618
14670	53.37016	50.13064	3.239524	0.005672257
14680	52.63844	49.34183	3.296613	0.005357499
14690	53.6252	50.49929	3.125917	0.00635469
14700	53.66475	50.52847	3.136285	0.006289151
14710	53.44705	50.21649	3.230565	0.0057233
14720	53.69147	50.54511	3.146362	0.006226089
14730	53.43296	50.33833	3.094626	0.006556683
14740	53.69718	50.54782	3.149362	0.006207439
14750	53.17254	49.91394	3.258603	0.00556506
14760	53.68062	50.494	3.186612	0.005980466
14770	53.66286	50.47032	3.192532	0.005945169
14780	53.22517	50.15337	3.071805	0.006708033
14790	52.82862	49.78968	3.038937	0.006932172
14800	52.96792	49.69311	3.274811	0.005475585
14810	53.45466	50.35722	3.097438	0.006538268
14820	53.67455	50.53504	3.139504	0.006268937
14830	53.59762	50.38984	3.207781	0.005855199
14840	52.85297	49.81225	3.040717	0.00691985
14850	52.9403	49.89299	3.047305	0.00687441
14860	51.69875	48.72583	2.972917	0.007405284
14870	53.37677	50.13798	3.238797	0.005676381
14880	53.64473	50.51409	3.13064	0.00632475
14890	53.70425	50.55	3.15425	0.006177174
14900	52.35113	49.34326	3.007866	0.007150946
14910	53.26941	50.19322	3.076185	0.006678711
14920	52.76343	49.47461	3.28882	0.005399415
14930	53.69334	50.54605	3.147287	0.006220334
14940	52.29736	49.29264	3.004721	0.007173469
14950	53.58307	50.37258	3.210489	0.005839363
14960	53.47619	50.24936	3.226824	0.00574475
14970	53.67978	50.53837	3.141404	0.006257035
14980	52.54848	49.24655	3.301932	0.00532908
14990	53.68499	50.5001	3.184892	0.005990761
15000	53.4021	50.16616	3.235943	0.005692601
15010	53.68987	50.50709	3.182781	0.00600342
15020	53.70788	50.54977	3.158112	0.006153364
15030	53.56387	50.45003	3.113838	0.006431915
15040	53.3325	50.08897	3.24353	0.005649574
15050	53.70856	50.5392	3.169354	0.006084573
15060	53.63649	50.50792	3.128572	0.006337845
15070	53.64819	50.45159	3.196603	0.00592101
15080	53.59159	50.38267	3.208923	0.005848516
15090	53.70937	50.54161	3.167756	0.006094306
15100	53.53601	50.42681	3.109203	0.006461798
15110	53.57177	50.45654	3.115231	0.006422966
15120	53.30561	50.22568	3.079933	0.006653729
15130	53.44386	50.2129	3.230961	0.005721032
15140	53.69642	50.54749	3.14893	0.006210124
15150	53.70949	50.54204	3.167444	0.006096208
15160	53.37795	50.29001	3.087945	0.006600636
15170	53.32199	50.24031	3.081681	0.006642107
15180	53.64402	50.44635	3.19767	0.005914702
15190	53.58883	50.47045	3.118377	0.006402789
15200	52.75991	49.47086	3.289047	0.005398191
15210	53.63659	50.4371	3.199488	0.005903954
15220	53.5289	50.42082	3.108079	0.006469064
15230	51.82197	48.48328	3.338684	0.005136781
15240	53.21974	49.96531	3.254429	0.005588337
15250	52.85211	49.81146	3.040653	0.006920286
15260	53.65349	50.4583	3.195194	0.005929359
15270	50.76665	47.38617	3.380481	0.004926505
15280	51.6896	48.71713	2.972468	0.007408605
15290	53.6597	50.46624	3.193457	0.005939671
15300	52.60337	49.57989	3.023482	0.007040144
15310	53.14126	49.87999	3.261266	0.005550261
15320	52.27772	48.96096	3.316752	0.005250685
15330	52.88088	49.83809	3.042785	0.006905548
15340	49.22105	45.79201	3.429044	0.004692976
15350	52.9004	49.85615	3.044253	0.006895423
15360	53.71007	50.54627	3.163799	0.006118467
15370	53.56223	50.44868	3.113555	0.006433739
15380	53.24172	49.9893	3.252415	0.005599601
15390	52.46748	49.16094	3.306539	0.005304584
15400	51.66066	48.6896	2.971056	0.007419079
15410	53.69986	50.54886	3.151001	0.006197276
15420	53.51909	50.41252	3.106563	0.006478876
15430	52.94155	49.66483	3.276722	0.005465135
15440	52.70035	49.67042	3.029932	0.006994878
15450	53.55211	50.33634	3.215772	0.005808595
15460	53.28717	50.03908	3.248089	0.005623878
15470	53.02158	49.75076	3.270812	0.005497527
15480	53.65688	50.52294	3.133942	0.006303898
15490	53.67832	50.49086	3.187463	0.00597538
15500	53.42189	50.32866	3.093233	0.00656582
15510	53.25095	50.17662	3.074333	0.006691094
15520	52.98626	49.93534	3.050917	0.006849626
15530	52.64412	49.34785	3.29627	0.005359341
15540	53.6906	50.54466	3.145948	0.00622867
15550	50.26051	46.86287	3.397641	0.004842687
15560	53.01828	49.96478	3.053499	0.006831961
15570	53.66178	50.5264	3.13538	0.006294845
15580	53.71007	50.54533	3.16474	0.006112713
15590	53.67335	50.48415	3.189205	0.005964977
15600	53.63188	50.43129	3.200592	0.005897441
15610	51.90152	48.9184	2.983116	0.007330137
15620	52.91649	49.63798	3.278507	0.00545539
15630	53.69148	50.50945	3.182032	0.006007918
15640	53.44554	50.3493	3.096243	0.006546085
15650	53.21429	49.95937	3.254921	0.005585586
15660	53.46474	50.36596	3.098785	0.006529466
15670	53.04235	49.77312	3.269221	0.005506282
15680	53.02365	49.75299	3.270655	0.005498393
15690	52.94344	49.66685	3.276586	0.005465875
15700	53.68618	50.50178	3.184399	0.005993714
15710	53.47899	50.25254	3.226452	0.005746891
15720	53.64787	50.51641	3.131463	0.006319545
15730	53.66135	50.46837	3.192976	0.005942525
15740	52.18738	49.18892	2.998459	0.007218529
15750	53.03097	49.97643	3.054538	0.006824865
15760	53.66733	50.47617	3.191165	0.005953301
15770	52.40236	49.09223	3.310131	0.005285567
15780	53.46312	50.23458	3.228531	0.005734956
15790	53.15655	49.89657	3.259974	0.005557434
15800	52.69115	49.39776	3.293388	0.005374806
15810	53.47948	50.25309	3.226387	0.005747261
15820	53.56326	50.44953	3.113732	0.006432598
15830	53.70085	50.54919	3.151665	0.006193159
15840	53.70727	50.54996	3.157311	0.006158295
15850	52.41855	49.1093	3.309247	0.00529024
15860	53.70891	50.54018	3.168733	0.006088355
15870	53.43822	50.20657	3.231657	0.005717056
15880	53.31506	50.23412	3.080937	0.006647055
15890	53.70473	50.53092	3.173805	0.006057549
15900	53.58685	50.46885	3.118001	0.006405195
15910	53.22259	50.15104	3.071556	0.006709704
15920	53.70247	50.54965	3.152824	0.006185985
15930	52.75511	49.72141	3.033706	0.006968533
15940	53.7095	50.54842	3.161081	0.006135121
15950	53.13857	50.07482	3.063756	0.006762242
15960	53.02617	49.75571	3.270462	0.00549945
15970	53.53818	50.42863	3.10955	0.006459554
15980	53.36279	50.27659	3.0862	0.006612159
15990	53.70137	50.52493	3.176434	0.006041648
16000	52.82703	49.7882	3.038822	0.006932971
16010	53.25568	50.18088	3.074805	0.006687941
16020	53.25568	50.18088	3.074805	0.006687941
16030	53.54545	50.32862	3.216836	0.005802416
16040	53.48563	50.26006	3.225562	0.005752006
16050	52.08062	48.75398	3.326632	0.005199065
16060	53.33323	50.25033	3.082902	0.006634002
16070	53.40759	50.17228	3.235309	0.005696213
16080	52.6709	49.64296	3.027943	0.007008804
16090	53.69846	50.54834	3.15012	0.006202737
16100	53.56727	50.35401	3.213257	0.005823219
16110	53.21959	50.14832	3.071266	0.006711647
16120	52.40774	49.3965	3.011242	0.007126843
16130	53.69426	50.5465	3.147761	0.006217389
16140	53.46683	50.36776	3.099068	0.006527622
16150	53.0978	49.83295	3.264843	0.005530442
16160	53.63429	50.50625	3.12804	0.006341219
16170	53.67227	50.48271	3.189568	0.005962817
16180	53.70772	50.53711	3.170604	0.006076971
16190	53.66328	50.52745	3.135832	0.006291997
16200	53.61315	50.40846	3.204684	0.005873356
16210	52.83176	49.7926	3.039166	0.006930588
16220	52.8141	49.5286	3.285509	0.005417324
16230	53.62858	50.50189	3.126693	0.006349763
16240	53.48213	50.38096	3.101172	0.0065139
16250	53.24165	50.16824	3.073414	0.00669725
16260	53.65427	50.45929	3.194982	0.005930619
16270	53.66701	50.47574	3.191266	0.005952699
16280	52.11556	49.12107	2.994485	0.007247275
16290	52.57168	49.55025	3.021433	0.007054583
16300	52.52698	49.5084	3.018589	0.007074675
16310	52.98634	49.93542	3.050923	0.006849581
16320	53.69463	50.51417	3.18046	0.00601737
16330	53.70468	50.55005	3.154625	0.006174854
16340	53.65644	50.46206	3.194381	0.005934183
16350	53.46015	50.23124	3.228911	0.005732776
16360	53.70909	50.54073	3.168364	0.006090597
16370	53.19898	49.94269	3.256289	0.005577951
16380	53.2926	50.21403	3.078568	0.006662818
16390	51.93731	48.95234	2.984971	0.007316552
16400	52.90838	49.86352	3.044857	0.006891257
16410	53.70955	50.5423	3.167259	0.006097332
16420	53.69521	50.54695	3.148267	0.006214244
16430	53.68692	50.54263	3.144288	0.006239019
16440	53.55747	50.34258	3.214897	0.00581368
16450	53.67288	50.53395	3.138927	0.006272552
16460	53.68331	50.54053	3.142781	0.006248423
16470	53.58108	50.37023	3.210847	0.005837274
16480	53.20079	50.13132	3.069473	0.006723691
16490	53.61098	50.48818	3.122809	0.006374471
16500	53.44948	50.35272	3.096757	0.006542722
16510	50.40765	47.49079	2.916863	0.007832233
16520	53.63505	50.4352	3.199853	0.005901798
16530	53.07669	50.01833	3.058362	0.006798816
16540	53.71003	50.54478	3.165242	0.006109645
16550	53.4456	50.21486	3.230746	0.005722267
16560	51.95488	48.62227	3.332608	0.005168087
16570	52.20294	48.88236	3.32058	0.005230626
16580	51.84376	48.8636	2.980159	0.007351849
16590	53.17118	50.10446	3.066712	0.006742281
16600	53.38024	50.29203	3.088211	0.006598878
16610	53.29473	50.21594	3.07879	0.006661341
16620	53.67242	50.4829	3.189518	0.005963112
16630	52.25334	49.25115	3.002188	0.007191666
16640	52.72564	49.69397	3.031662	0.006982789
16650	52.17925	49.18125	2.998005	0.007221808
16660	53.58839	50.37887	3.209518	0.005845033
16670	53.64226	50.44416	3.198109	0.005912105
16680	53.55396	50.44182	3.112143	0.006442826
16690	53.67373	50.48466	3.189077	0.005965744
16700	53.2042	50.13441	3.069796	0.006721522
16710	49.64372	46.75523	2.888491	0.008057628
16720	53.1134	49.84983	3.263574	0.005537466
16730	53.04033	49.77095	3.269377	0.005505424
16740	53.69839	50.52004	3.178355	0.006030051
16750	53.46493	50.23663	3.228296	0.005736298
16760	53.28659	50.20864	3.077944	0.006666976
16770	53.26991	50.02015	3.249759	0.005614496
16780	52.87385	49.59238	3.281476	0.005439213
16790	53.68378	50.4984	3.185382	0.005987828
16800	53.6814	50.49509	3.186313	0.005982257
16810	53.25256	50.17806	3.074493	0.006690026
16820	53.38279	50.29428	3.08851	0.006596905
16830	53.46716	50.36805	3.099112	0.006527334
16840	53.6856	50.54188	3.143725	0.006242532
16850	53.29193	50.04431	3.247622	0.005626503
16860	50.14086	47.23422	2.906644	0.00791268
16870	53.70737	50.53632	3.171051	0.006074259
16880	53.56234	50.34826	3.214089	0.00581838
16890	53.56286	50.34886	3.214003	0.00581888
16900	53.42874	50.19593	3.232809	0.005710472
16910	52.63195	49.6066	3.025354	0.007026977
16920	53.35952	50.27369	3.085828	0.00661462
16930	53.39637	50.15978	3.236599	0.005688871
16940	52.98763	49.71427	3.273361	0.005483535
16950	53.597	50.47704	3.119961	0.006392655
16960	53.1987	49.94239	3.256314	0.005577811
16970	53.48286	50.25692	3.225935	0.00574986
16980	53.70689	50.53527	3.171628	0.006070754
16990	53.65695	50.46271	3.19424	0.005935022
17000	51.71945	48.37624	3.343217	0.005113547
17010	53.17602	49.91772	3.258302	0.005566734
17020	53.69759	50.51876	3.178829	0.006027195
17030	53.40347	50.16769	3.235785	0.005693501
17040	53.66962	50.47919	3.190436	0.00595764
17050	52.96345	49.68831	3.275138	0.005473798
17060	53.24708	49.99517	3.251916	0.005602397
17070	53.27675	50.02764	3.249102	0.005618186
17080	53.70994	50.54725	3.16269	0.006125259
17090	53.16755	49.90852	3.259033	0.005562669
17100	53.69575	50.54719	3.14856	0.006212417
17110	53.59286	50.38418	3.208684	0.005849909
17120	49.74967	46.33603	3.413633	0.00476586
17130	53.71008	50.54544	3.164634	0.00611336
17140	53.48221	50.38103	3.101184	0.006513822
17150	53.6275	50.4259	3.201592	0.005891548
17160	53.70879	50.54925	3.159541	0.006144574
17170	53.69977	50.54882	3.150941	0.006197644
17180	53.58809	50.46986	3.118237	0.006403685
17190	53.70754	50.53669	3.170845	0.006075505
17200	53.70008	50.54893	3.151143	0.006196392
17210	53.55225	50.3365	3.215749	0.005808729
17220	53.62227	50.41953	3.202747	0.005884748
17230	53.69082	50.50847	3.182344	0.006006043
17240	51.26178	48.30932	2.952456	0.00755836
17250	51.63442	48.28754	3.346884	0.005094829
17260	53.69858	50.54838	3.150197	0.006202261
17270	52.87018	49.82819	3.041988	0.006911055
17280	53.68625	50.50188	3.18437	0.00599389
17290	52.10655	49.11256	2.993992	0.007250846
17300	53.59838	50.47815	3.120234	0.006390906
17310	52.84991	49.80942	3.040492	0.006921406
17320	53.69363	50.51265	3.180977	0.006014262
17330	53.66742	50.53029	3.137123	0.006283877
17340	52.71358	49.4216	3.291989	0.005382332
17350	53.70871	50.53962	3.169095	0.00608615
17360	53.7044	50.55002	3.154382	0.006176354
17370	53.66616	50.52944	3.136726	0.006286376
17380	50.63371	47.70789	2.925822	0.007762373
17390	52.18368	48.86213	3.321549	0.005225556
17400	53.69625	50.54742	3.148837	0.006210698
17410	53.55429	50.33887	3.215418	0.005810649
17420	53.4852	50.25958	3.225619	0.005751675
17430	53.21298	49.95794	3.255039	0.005584926
17440	53.17675	49.91851	3.258239	0.005567085
17450	52.88864	49.60818	3.280455	0.005444768
