Iteration	Posterior	Likelihood	Prior	sigma2
490	52.65031	49.35441	3.295894	0.005361352
500	53.69747	50.51857	3.178899	0.006026773
510	52.26116	49.25852	3.002635	0.00718845
520	53.55048	50.43892	3.111561	0.006446578
530	53.68018	50.49341	3.186775	0.005979491
540	52.95334	49.67747	3.275872	0.005469782
550	53.66946	50.53167	3.137783	0.006279737
560	53.15616	50.09082	3.065341	0.006751535
570	53.60404	50.39751	3.206528	0.005862537
580	53.4049	50.31376	3.091145	0.006579546
590	53.67733	50.48951	3.18782	0.005973243
600	52.18769	48.86634	3.321348	0.005226609
610	53.70632	50.53406	3.172264	0.006066895
620	53.50359	50.2805	3.223082	0.005766286
630	52.10786	48.78255	3.325305	0.005205967
640	53.65921	50.5246	3.134617	0.006299644
650	53.2882	50.21009	3.078112	0.00666586
660	53.32387	50.24199	3.081884	0.006640759
670	53.65853	50.46473	3.193793	0.005937674
680	53.52402	50.4167	3.10732	0.006473973
690	53.70018	50.54897	3.15121	0.006195977
700	53.59644	50.47659	3.119852	0.006393354
710	53.64161	50.44334	3.19827	0.00591115
720	53.7062	50.55011	3.156094	0.006165792
730	53.67861	50.53764	3.140965	0.006259782
740	53.70173	50.52556	3.176175	0.006043208
750	52.23054	48.91136	3.319179	0.005237958
760	53.49806	50.2742	3.223857	0.005761823
770	52.36257	49.35403	3.008543	0.007146105
780	53.05714	49.78907	3.268072	0.005512613
790	52.93405	49.88723	3.046822	0.006877732
800	53.4304	50.3361	3.094302	0.006558807
810	52.83474	49.79536	3.039382	0.006929088
820	53.58096	50.46406	3.1169	0.006412254
830	53.19602	50.127	3.069023	0.006726717
840	53.42262	50.18908	3.233542	0.005706287
850	52.87148	49.58984	3.281639	0.005438326
860	53.15209	50.08712	3.064971	0.006754028
870	53.70749	50.53658	3.170908	0.006075124
880	52.21914	48.89938	3.319759	0.005234919
890	53.02099	49.75013	3.270857	0.00549728
900	52.9441	49.66756	3.276538	0.005466137
910	53.3745	50.28696	3.087544	0.006603279
920	51.82305	48.48441	3.338635	0.00513703
930	53.4113	50.31938	3.091924	0.00657442
940	52.83713	49.79757	3.039556	0.006927882
950	53.6569	50.52295	3.133947	0.00630387
960	53.28767	50.20961	3.078056	0.006666231
970	52.37844	49.36895	3.009486	0.007139368
980	53.69014	50.54441	3.145731	0.00623002
990	53.05934	50.00244	3.056895	0.006808797
1000	53.63645	50.43693	3.199521	0.005903762
1010	53.65086	50.51859	3.132264	0.00631449
1020	53.60057	50.39336	3.207209	0.005858544
1030	53.63601	50.50756	3.128457	0.006338573
1040	53.65525	50.52177	3.133479	0.006306817
1050	53.574	50.3619	3.212099	0.005829967
1060	53.65065	50.51844	3.132208	0.006314843
1070	52.79363	49.7572	3.036422	0.006949631
1080	52.37394	49.06227	3.311669	0.005277443
1090	53.47338	50.24619	3.227195	0.005742622
1100	51.53549	48.57044	2.965051	0.007463764
1110	53.65987	50.52506	3.13481	0.00629843
1120	52.88962	49.60923	3.280387	0.005445138
1130	53.54918	50.43784	3.111345	0.006447971
1140	52.7361	49.44553	3.290568	0.005389985
1150	52.96642	49.6915	3.274921	0.005474984
1160	52.0995	49.1059	2.993608	0.007253632
1170	53.67379	50.48473	3.189058	0.005965856
1180	53.4203	50.32727	3.093035	0.006567119
1190	53.42991	50.33567	3.09424	0.00655921
1200	52.65163	49.62498	3.026657	0.007017828
1210	52.18396	49.1857	2.998268	0.007219909
1220	53.61145	50.48854	3.122907	0.006373851
1230	53.57207	50.35964	3.212434	0.005828018
1240	53.56563	50.45149	3.114145	0.006429941
1250	53.63692	50.50825	3.128679	0.006337168
1260	53.55938	50.44632	3.113064	0.006436899
1270	53.52854	50.42052	3.108023	0.006469429
1280	52.21973	48.9	3.319729	0.005235075
1290	53.44282	50.21173	3.231091	0.00572029
1300	53.53673	50.31853	3.218199	0.005794516
1310	52.93758	49.66057	3.277007	0.005463577
1320	52.96971	49.9201	3.049603	0.006858626
1330	53.12173	49.85884	3.26289	0.005541255
1340	51.0863	48.14157	2.944725	0.007617025
1350	49.10275	46.2329	2.86985	0.008209241
1360	53.69311	50.54594	3.147171	0.006221057
1370	53.65877	50.52428	3.134487	0.006300463
1380	53.67571	50.48732	3.188394	0.005969819
1390	53.30388	50.22413	3.07975	0.006654945
1400	53.39091	50.15369	3.237219	0.005685345
1410	53.64946	50.51757	3.131887	0.00631687
1420	53.70535	50.55011	3.155238	0.006171072
1430	53.57055	50.35786	3.212696	0.00582649
1440	53.67901	50.53789	3.141115	0.006258843
1450	53.55252	50.33682	3.215705	0.005808984
1460	53.58759	50.37792	3.209665	0.005844173
1470	53.32025	50.07546	3.244789	0.00564247
1480	53.34911	50.26445	3.084657	0.006622371
1490	53.69406	50.54641	3.147657	0.006218031
1500	52.75657	49.72276	3.033808	0.006967822
1510	53.70193	50.5259	3.176033	0.006044071
1520	53.62472	50.49891	3.125808	0.006355386
1530	53.62557	50.49957	3.126002	0.006354154
1540	53.70656	50.53456	3.172004	0.006068473
1550	53.70839	50.54953	3.158859	0.006148765
1560	53.70419	50.52991	3.174276	0.006054698
1570	53.7002	50.52297	3.177225	0.006036872
1580	52.738	49.44755	3.290448	0.005390634
1590	53.46203	50.23336	3.22867	0.005734157
1600	53.63342	50.50559	3.127832	0.006342532
1610	53.02376	49.96981	3.053946	0.006828905
1620	53.49808	50.27423	3.223854	0.005761841
1630	53.16037	49.90072	3.259648	0.005559245
1640	53.6635	50.47116	3.192338	0.005946317
1650	52.39136	49.3811	3.010258	0.007133859
1660	53.70271	50.54971	3.153002	0.006184884
1670	53.44927	50.35254	3.09673	0.006542903
1680	53.32728	50.08321	3.244069	0.005646533
1690	53.59419	50.38575	3.208435	0.005851371
1700	51.56097	48.59471	2.96626	0.007454747
1710	53.60979	50.48723	3.122559	0.006376071
1720	53.61354	50.49019	3.12335	0.006371023
1730	53.65198	50.45638	3.195603	0.00592694
1740	53.62198	50.49679	3.125192	0.0063593
1750	52.18953	49.19095	2.99858	0.007217661
1760	53.68687	50.50276	3.184108	0.00599546
1770	53.71008	50.54552	3.164556	0.006113837
1780	52.1921	49.19338	2.998724	0.007216621
1790	53.60454	50.39811	3.206429	0.005863121
1800	51.20158	48.25181	2.949776	0.007578646
1810	52.32486	49.31854	3.006322	0.007161993
1820	51.28464	48.33116	2.953482	0.007550608
1830	53.51015	50.288	3.222149	0.005771671
1840	53.32304	50.07854	3.244503	0.00564408
1850	53.57324	50.45775	3.115494	0.006421276
1860	53.60727	50.40139	3.205883	0.005866318
1870	53.53194	50.42339	3.108557	0.006465972
1880	53.00975	49.95694	3.052805	0.006836701
1890	53.70611	50.53363	3.172484	0.006065561
1900	53.6535	50.4583	3.195193	0.005929366
1910	53.59089	50.38183	3.209054	0.005847748
1920	46.2511	43.4665	2.784598	0.008939791
1930	51.22382	48.27306	2.950763	0.007571171
1940	53.70995	50.5472	3.162757	0.006124847
1950	53.68533	50.54172	3.143612	0.006243235
1960	53.4691	50.36973	3.099376	0.00652561
1970	53.4575	50.35968	3.097815	0.006535803
1980	53.46882	50.36948	3.099337	0.006525864
1990	53.37192	50.13259	3.239331	0.005673348
2000	53.61859	50.49415	3.124443	0.006364067
2010	52.00046	49.01217	2.988288	0.007292327
2020	52.25458	49.25232	3.002258	0.007191157
2030	53.20044	50.131	3.06944	0.006723916
2040	51.93474	48.6012	3.333543	0.005163254
2050	53.61383	50.49041	3.123412	0.006370632
2060	52.89122	49.61094	3.280276	0.005445743
2070	53.7079	50.54976	3.158137	0.00615321
2080	53.49112	50.26631	3.224814	0.005756308
2090	53.55692	50.44427	3.112643	0.006439608
2100	53.71005	50.545	3.165044	0.006110853
2110	53.40844	50.31687	3.091575	0.006576717
2120	53.40934	50.17424	3.235105	0.005697374
2130	53.37879	50.29075	3.088042	0.006599989
2140	52.89218	49.61197	3.280209	0.005446108
2150	53.06314	49.79554	3.267602	0.005515203
2160	53.6409	50.44245	3.198446	0.00591011
2170	53.70246	50.52682	3.175643	0.006046426
2180	53.50898	50.28666	3.222317	0.005770702
2190	53.449	50.3523	3.096694	0.006543136
2200	53.33776	50.09478	3.242983	0.005652666
2210	53.42287	50.32951	3.093355	0.00656502
2220	52.71867	49.68748	3.031183	0.006986133
2230	53.52022	50.29954	3.220685	0.005780124
2240	53.68273	50.54018	3.14255	0.006249868
2250	53.19085	50.12231	3.068537	0.006729987
2260	53.60318	50.48198	3.121196	0.006384762
2270	53.58733	50.46924	3.118092	0.006404613
2280	53.50496	50.40051	3.104446	0.006492606
2290	51.697	48.35281	3.344194	0.005108557
2300	53.32953	50.24703	3.082499	0.006636681
2310	53.47802	50.37742	3.1006	0.006517627
2320	52.40497	49.09499	3.309988	0.005286319
2330	52.85041	49.80988	3.040529	0.006921151
2340	53.71	50.54458	3.16542	0.006108556
2350	53.71	50.54458	3.16542	0.006108556
2360	53.7098	50.54332	3.166474	0.006102122
2370	51.02591	48.08379	2.94212	0.00763689
2380	53.64743	50.45062	3.196802	0.005919834
2390	53.63074	50.50354	3.127197	0.006346565
2400	48.62141	45.76733	2.85408	0.00833973
2410	53.67589	50.53591	3.139977	0.006265971
2420	52.82541	49.54066	3.284756	0.005421401
2430	52.28212	48.96559	3.316524	0.005251885
2440	53.30317	50.05666	3.24651	0.005632767
2450	53.70438	50.53027	3.174112	0.006055689
2460	52.94642	49.89864	3.04778	0.006871144
2470	53.37184	50.2846	3.087237	0.00660531
2480	53.70556	50.53252	3.173036	0.00606221
2490	53.35853	50.27282	3.085717	0.006615356
2500	53.46557	50.36667	3.098897	0.006528739
2510	52.03816	48.70948	3.328676	0.005188447
2520	53.63121	50.43047	3.200746	0.00589653
2530	53.66699	50.53	3.136988	0.006284729
2540	53.60184	50.39488	3.206962	0.005859996
2550	53.58575	50.46796	3.117794	0.006406524
2560	53.7044	50.53031	3.174092	0.006055815
2570	53.21458	49.95969	3.254895	0.005585734
2580	52.87106	49.82901	3.042054	0.006910601
2590	53.49262	50.26801	3.224609	0.005757491
2600	53.70515	50.5501	3.155055	0.006172204
2610	53.59767	50.3899	3.20777	0.005855263
2620	53.42367	50.19025	3.233417	0.005707002
2630	53.41618	50.32365	3.092524	0.006570476
2640	53.44337	50.34741	3.095962	0.00654793
2650	53.63721	50.50846	3.128747	0.006336731
2660	53.67594	50.53594	3.139995	0.006265857
2670	53.63345	50.43322	3.200229	0.005899581
2680	52.73929	49.70668	3.032605	0.006976207
2690	53.70274	50.54971	3.153027	0.006184734
2700	53.11753	49.8543	3.263235	0.00553934
2710	53.58675	50.37693	3.209819	0.005843274
2720	53.65928	50.52464	3.134638	0.006299516
2730	53.71008	50.54572	3.164367	0.006114993
2740	53.67744	50.48966	3.187782	0.005973474
2750	52.6666	49.63894	3.027655	0.007010824
2760	53.32986	50.08606	3.243803	0.005648036
2770	53.64393	50.44623	3.197693	0.005914561
2780	52.31817	49.00353	3.314638	0.005261798
2790	52.33361	49.32678	3.006835	0.007158321
2800	53.53647	50.31823	3.21824	0.005794277
2810	53.53086	50.42247	3.108386	0.006467077
2820	53.59003	50.47142	3.118605	0.006401326
2830	53.42954	50.19682	3.232713	0.00571102
2840	52.92605	49.87984	3.046206	0.006881965
2850	52.83938	49.79966	3.039721	0.006926742
2860	53.69156	50.50957	3.181993	0.006008153
2870	53.38789	50.29878	3.089109	0.006592953
2880	53.6429	50.44495	3.19795	0.005913044
2890	53.67549	50.48701	3.188473	0.005969347
2900	52.72813	49.43705	3.291073	0.005387263
2910	52.40035	49.09011	3.31024	0.005284987
2920	53.46582	50.23763	3.228182	0.005736956
2930	53.20565	49.94995	3.255696	0.00558126
2940	53.45049	50.3536	3.096889	0.00654186
2950	53.66527	50.52882	3.136445	0.006288142
2960	53.49344	50.39067	3.102774	0.006503475
2970	53.58501	50.46736	3.117655	0.006407416
2980	53.3247	50.24272	3.081974	0.006640165
2990	53.64735	50.51602	3.131324	0.006320425
3000	53.62591	50.42397	3.201946	0.005889463
3010	51.71973	48.74578	2.973949	0.007397643
3020	53.00119	49.72884	3.27235	0.005489081
3030	52.40475	49.39369	3.011062	0.007128129
3040	52.75339	49.46393	3.289465	0.005395933
3050	53.70196	50.52594	3.176015	0.006044176
3060	53.70993	50.54403	3.165893	0.006105671
3070	53.25169	50.17728	3.074407	0.006690603
3080	53.68088	50.49436	3.186513	0.005981056
3090	53.70694	50.55003	3.156908	0.006160774
3100	53.40367	50.31268	3.090996	0.006580526
3110	53.59552	50.47585	3.11967	0.006394517
3120	53.59552	50.47585	3.11967	0.006394517
3130	53.64055	50.44201	3.198532	0.005909601
3140	53.65547	50.46081	3.194652	0.005932574
3150	53.70569	50.55012	3.155571	0.006169015
3160	53.18227	49.92451	3.257759	0.00556976
3170	53.62368	50.49811	3.125572	0.006356885
3180	53.39932	50.16306	3.236262	0.005690789
3190	53.56941	50.4546	3.11481	0.00642567
3200	53.68376	50.54079	3.142962	0.006247295
3210	53.50342	50.28032	3.223106	0.005766152
3220	53.71007	50.54624	3.163834	0.006118254
3230	53.67762	50.53702	3.140604	0.006262045
3240	53.25862	50.18352	3.075098	0.006685977
3250	53.56463	50.45066	3.11397	0.006431069
3260	52.32696	49.32052	3.006445	0.007161112
3270	53.57046	50.35775	3.212711	0.005826401
3280	53.68671	50.50254	3.184174	0.005995065
3290	53.00302	49.95076	3.052261	0.00684042
3300	53.64901	50.45261	3.196391	0.005922267
3310	53.33078	50.08707	3.243708	0.00564857
3320	52.21853	48.89874	3.31979	0.005234759
3330	53.68721	50.50324	3.183963	0.005996331
3340	52.99762	49.9458	3.051827	0.006843394
3350	53.69229	50.51065	3.181642	0.006010261
3360	53.58841	50.3789	3.209513	0.005845064
3370	53.26005	50.00935	3.250698	0.005609228
3380	53.66849	50.47769	3.190799	0.005955479
3390	53.48998	50.26502	3.22497	0.005755414
3400	53.17558	49.91724	3.25834	0.005566523
3410	53.53829	50.42872	3.109567	0.006459447
3420	53.23872	49.98603	3.252692	0.005598049
3430	53.46612	50.23798	3.228142	0.005737182
3440	53.60245	50.4814	3.12105	0.006385697
3450	53.70813	50.54966	3.158471	0.006151156
3460	53.52657	50.41885	3.107715	0.006471419
3470	52.22113	49.22077	3.000357	0.007204841
3480	53.5746	50.45886	3.115739	0.006419701
3490	53.03079	49.76068	3.270109	0.005501394
3500	53.47996	50.37909	3.10087	0.006515872
3510	53.30999	50.22959	3.080397	0.006650646
3520	52.60595	49.30739	3.29856	0.005347079
3530	53.50564	50.28285	3.222792	0.00576796
3540	53.48072	50.37974	3.100976	0.006515181
3550	53.60782	50.48567	3.122148	0.006378688
3560	53.6473	50.51599	3.131312	0.006320502
3570	53.67606	50.48779	3.188272	0.005970549
3580	52.30438	49.29925	3.005128	0.007170551
3590	53.36278	50.27658	3.086199	0.006612165
3600	53.7015	50.54939	3.152116	0.00619037
3610	53.28178	50.20433	3.077449	0.006670281
3620	50.62268	47.6973	2.925378	0.007765822
3630	53.70738	50.53634	3.171043	0.006074307
3640	53.70545	50.53231	3.17314	0.006061581
3650	53.68192	50.49581	3.186112	0.005983457
3660	53.54164	50.3242	3.217436	0.005798936
3670	53.70905	50.5406	3.168453	0.006090059
3680	53.62307	50.49763	3.125435	0.006357757
3690	53.55722	50.34228	3.214939	0.005813436
3700	53.28782	50.0398	3.248026	0.005624235
3710	53.4558	50.22634	3.229465	0.005729598
3720	53.68043	50.53878	3.141652	0.006255483
3730	53.48727	50.26193	3.225339	0.00575329
3740	53.48656	50.38476	3.101795	0.006509846
3750	52.56473	49.26374	3.300988	0.005334114
3760	53.53206	50.31315	3.218914	0.005790372
3770	52.05996	49.06849	2.991466	0.007269187
3780	52.8072	49.76981	3.037393	0.006942889
3790	53.1387	50.07493	3.063768	0.006762163
3800	53.52644	50.30668	3.219762	0.005785464
3810	53.6785	50.53757	3.140926	0.006260029
3820	53.68304	50.49737	3.185675	0.005986075
3830	53.38195	50.14373	3.238223	0.005679639
3840	53.52114	50.30059	3.220551	0.005780902
3850	49.68587	46.79588	2.88999	0.008045563
3860	52.58991	49.5673	3.022608	0.007046299
3870	52.5515	49.53136	3.020143	0.007063692
3880	53.70866	50.53948	3.169184	0.006085608
3890	53.21459	50.14381	3.070786	0.006714868
3900	51.90449	48.92122	2.98327	0.007329012
3910	53.66384	50.52784	3.136005	0.006290911
3920	52.72725	49.43612	3.291129	0.005386963
3930	49.95328	47.05361	2.899667	0.007968081
3940	53.44695	50.35052	3.096427	0.006544886
3950	53.70962	50.54818	3.161442	0.006132906
3960	53.68866	50.5436	3.145052	0.006234252
3970	53.70671	50.53487	3.17184	0.006069463
3980	51.8485	48.8681	2.9804	0.007350075
3990	52.72406	49.6925	3.031553	0.006983548
4000	53.70374	50.54992	3.153816	0.006179851
4010	51.92241	48.5883	3.334114	0.00516031
4020	53.26072	50.18541	3.075309	0.006684566
4030	53.536	50.4268	3.109201	0.006461812
4040	52.6584	49.363	3.295402	0.005363993
4050	53.69614	50.51649	3.17965	0.006022246
4060	53.67011	50.47983	3.190279	0.005958576
4070	53.70629	50.534	3.172292	0.006066721
4080	51.37372	48.41619	2.957523	0.007520158
4090	52.27225	49.26898	3.003272	0.007183876
4100	53.6138	50.49039	3.123406	0.006370667
4110	53.6138	50.49039	3.123406	0.006370667
4120	53.69933	50.52155	3.177779	0.006033528
4130	53.64667	50.44967	3.196996	0.005918684
4140	53.64428	50.51376	3.130525	0.006325475
4150	53.54337	50.3262	3.217166	0.005800505
4160	53.18096	50.11334	3.067616	0.006736191
4170	53.30012	50.22076	3.079354	0.006657583
4180	50.68139	47.75364	2.92775	0.007747424
4190	53.50113	50.39725	3.103886	0.006496246
4200	53.64159	50.51175	3.129837	0.00632983
4210	53.7096	50.54823	3.161375	0.006133316
4220	53.52392	50.30379	3.220138	0.005783291
4230	53.5823	50.37167	3.210628	0.005838549
4240	53.65054	50.51836	3.132177	0.006315036
4250	53.64758	50.51619	3.131386	0.006320034
4260	53.71004	50.54491	3.165126	0.006110351
4270	53.51868	50.29776	3.220913	0.005778811
4280	53.11409	49.85057	3.263517	0.005537777
4290	53.7079	50.54976	3.158142	0.006153177
4300	53.63974	50.51037	3.129374	0.006332763
4310	52.27349	48.95652	3.316971	0.005249534
4320	51.76468	48.42344	3.341233	0.005123703
4330	52.48182	49.46605	3.015767	0.007094671
4340	53.4569	50.35916	3.097736	0.006536324
4350	53.45147	50.22146	3.230011	0.005726469
4360	53.7092	50.54883	3.160368	0.006139496
4370	53.12904	49.86675	3.262285	0.005544604
4380	53.42911	50.33497	3.094138	0.00655988
4390	52.62526	49.60035	3.024914	0.007030073
4400	53.49299	50.26843	3.224558	0.005757782
4410	53.07292	50.01487	3.058041	0.006800999
4420	53.26643	50.19055	3.075885	0.00668072
4430	53.10859	49.84463	3.263967	0.005535289
4440	53.51548	50.2941	3.22138	0.005776111
4450	53.11223	50.05081	3.061427	0.006778007
4460	53.70635	50.5501	3.156249	0.006164837
4470	51.69013	48.71763	2.972494	0.007408413
4480	53.5513	50.3354	3.215901	0.005807842
4490	53.5778	50.46148	3.116319	0.006415981
4500	53.57608	50.36435	3.211734	0.005832096
4510	53.7069	50.55003	3.156869	0.006161017
4520	53.68577	50.54197	3.143794	0.006242098
4530	53.17475	49.91634	3.258412	0.005566124
4540	53.68561	50.50098	3.184635	0.005992301
4550	53.21449	49.95959	3.254903	0.005585686
4560	53.6426	50.51251	3.130095	0.006328196
4570	52.50699	49.20268	3.304312	0.005316411
4580	53.5263	50.41863	3.107674	0.006471687
4590	53.60916	50.40366	3.205502	0.005868556
4600	53.63119	50.43044	3.200752	0.005896497
4610	51.92366	48.9394	2.984262	0.007321745
4620	53.46405	50.23564	3.22841	0.005735646
4630	51.93083	48.9462	2.984634	0.007319018
4640	53.38865	50.29945	3.089199	0.006592361
4650	52.9842	49.71059	3.273614	0.005482145
4660	53.55191	50.44011	3.111799	0.006445043
4670	53.45995	50.23101	3.228937	0.005732627
4680	53.70615	50.55011	3.156038	0.006166136
4690	52.05672	49.06543	2.991292	0.007270454
4700	53.44264	50.34677	3.095867	0.006548547
4710	52.6426	49.34624	3.296362	0.005358847
4720	52.68574	49.65679	3.028942	0.00700181
4730	52.01451	48.6847	3.329803	0.005182604
4740	53.64664	50.51551	3.131139	0.006321592
4750	53.51157	50.40614	3.105428	0.006486239
4760	53.55128	50.33538	3.215905	0.005807821
4770	53.71008	50.5457	3.164386	0.006114874
4780	53.68956	50.5441	3.145462	0.006231694
4790	53.58953	50.38022	3.209308	0.005846265
4800	53.66722	50.47602	3.191199	0.005953098
4810	53.41732	50.18315	3.234171	0.005702701
4820	53.31491	50.23399	3.080921	0.006647157
4830	53.69814	50.51964	3.178504	0.006029152
4840	53.53651	50.42723	3.109282	0.006461289
4850	51.23888	48.28744	2.951433	0.007566098
4860	53.61917	50.41575	3.203417	0.005880807
4870	53.42525	50.19203	3.233227	0.005708083
4880	53.64759	50.5162	3.131389	0.006320012
4890	53.42999	50.19733	3.232658	0.005711334
4900	53.58029	50.3693	3.210988	0.00583645
4910	51.87503	48.89328	2.981755	0.007340124
4920	52.08628	48.75992	3.326357	0.005200495
4930	52.72046	49.4289	3.291557	0.005384658
4940	53.70538	50.55011	3.155269	0.00617088
4950	53.70342	50.52851	3.174908	0.006050872
4960	53.48075	50.37977	3.100981	0.006515148
4970	53.6815	50.53943	3.142064	0.006252909
4980	53.59867	50.47838	3.120292	0.006390538
4990	53.543	50.32578	3.217223	0.005800173
5000	53.54177	50.43164	3.110128	0.00645582
5010	52.53524	49.23254	3.302696	0.005325008
5020	53.60388	50.48254	3.121339	0.006383853
5030	53.65887	50.52435	3.134518	0.00630027
5040	51.31517	48.36031	2.954859	0.007540219
5050	52.66561	49.63802	3.027589	0.007011287
5060	53.70462	50.55005	3.154569	0.006175204
5070	53.7044	50.55002	3.154381	0.006176365
5080	53.68131	50.53932	3.141992	0.006253357
5090	53.58859	50.47026	3.118332	0.006403078
5100	53.46558	50.36668	3.098899	0.006528726
5110	51.71912	48.37588	3.343232	0.005113471
5120	53.33851	50.25503	3.083482	0.006630158
5130	53.48196	50.38081	3.101149	0.006514052
5140	53.66229	50.52676	3.135532	0.006293883
5150	53.02614	49.75567	3.270465	0.005499436
5160	53.28243	50.20491	3.077515	0.006669836
5170	52.455	49.44089	3.014114	0.007106406
5180	53.70973	50.543	3.166725	0.006100591
5190	52.89438	49.61432	3.280056	0.005446941
5200	53.69709	50.51797	3.17912	0.006025443
5210	53.69853	50.52026	3.178271	0.006030557
5220	53.03011	49.75995	3.270161	0.005501106
5230	53.07779	50.01933	3.058455	0.006798182
5240	53.56327	50.44954	3.113734	0.006432585
5250	51.30459	48.35021	2.954381	0.007543824
5260	53.68895	50.54377	3.145186	0.006233418
5270	53.54951	50.43811	3.1114	0.006447619
5280	53.45333	50.35607	3.097263	0.006539411
5290	53.35177	50.26681	3.084955	0.006620399
5300	53.69618	50.54739	3.148797	0.006210949
5310	53.64917	50.51736	3.131809	0.006317363
5320	52.86147	49.82013	3.041343	0.006915514
5330	53.49237	50.38975	3.10262	0.006504473
5340	53.71006	50.54516	3.164902	0.006111721
5350	52.16084	49.16386	2.996981	0.007229211
5360	53.68616	50.5422	3.143961	0.006241057
5370	53.62073	50.41765	3.203081	0.005882784
5380	53.61765	50.41391	3.20374	0.005878907
5390	53.65005	50.51801	3.132047	0.00631586
5400	52.89632	49.85237	3.043944	0.00689755
5410	53.54493	50.32801	3.21692	0.005801932
5420	53.43581	50.20386	3.231952	0.005715367
5430	53.09722	49.83233	3.264889	0.005530186
5440	53.58985	50.47128	3.118572	0.006401543
5450	51.31672	48.36179	2.954929	0.007539691
5460	53.70132	50.54933	3.151989	0.006191157
5470	53.13178	50.06863	3.063151	0.006766335
5480	53.70133	50.54934	3.151997	0.006191108
5490	53.65146	50.51903	3.132428	0.006313453
5500	53.68528	50.54169	3.143591	0.006243369
5510	53.68528	50.54169	3.143591	0.006243369
5520	49.92555	47.0269	2.898649	0.007976194
5530	53.64674	50.51557	3.131164	0.006321439
5540	53.56664	50.45232	3.114322	0.006428804
5550	53.52914	50.30979	3.219356	0.005787813
5560	53.63247	50.43201	3.200456	0.005898241
5570	53.34225	50.09974	3.242513	0.005655327
5580	53.50448	50.40011	3.104377	0.006493057
5590	52.96588	49.91658	3.049302	0.006860693
5600	53.68075	50.53897	3.141775	0.006254713
5610	52.87208	49.59048	3.281598	0.005438549
5620	53.69857	50.52033	3.178247	0.006030701
5630	53.68623	50.50186	3.184376	0.005993853
5640	53.09648	49.83154	3.264949	0.005529857
5650	53.06879	50.0111	3.057692	0.006803375
5660	53.7045	50.5305	3.174004	0.006056346
5670	53.01767	49.96422	3.053449	0.006832302
5680	53.70577	50.55012	3.155653	0.006168512
5690	53.66277	50.47021	3.192557	0.00594502
5700	53.70394	50.54995	3.153987	0.006178796
5710	53.6239	50.49828	3.125623	0.00635656
5720	53.59841	50.39078	3.207629	0.005856089
5730	52.1384	48.81459	3.323804	0.005213788
5740	53.46617	50.36719	3.098978	0.006528207
5750	53.69388	50.54632	3.147564	0.006218612
5760	52.94637	49.67	3.276375	0.00546703
5770	53.51597	50.40988	3.10609	0.006481944
5780	53.59536	50.47572	3.119638	0.006394718
5790	53.63324	50.50545	3.127789	0.006342806
5800	52.46716	49.4523	3.014861	0.007101097
5810	53.70837	50.5387	3.169668	0.006082665
5820	51.50123	48.53779	2.963435	0.007475832
5830	53.46949	50.37006	3.099428	0.006525268
5840	53.36535	50.27886	3.086492	0.006610229
5850	52.23035	49.22948	3.00088	0.007201079
